ano,parto,regiao,uf,grupo,criticidade,records
2010,NORMAL,Sudeste,SP,5,0,122717
2011,NORMAL,Sudeste,SP,5,0,120391
2015,NORMAL,Sudeste,SP,5,0,120167
2012,NORMAL,Sudeste,SP,5,0,119160
2017,NORMAL,Sudeste,SP,5,0,116989
2014,NORMAL,Sudeste,SP,5,0,116312
2016,NORMAL,Sudeste,SP,5,0,115209
2013,NORMAL,Sudeste,SP,5,0,114601
2018,NORMAL,Sudeste,SP,5,0,113836
2019,NORMAL,Sudeste,SP,5,0,110212
2012,CESARIANO,Sudeste,SP,5,0,65089
2014,CESARIANO,Sudeste,SP,5,0,64991
2015,CESARIANO,Sudeste,SP,5,0,63723
2013,CESARIANO,Sudeste,SP,5,0,63516
2010,CESARIANO,Sudeste,SP,5,0,63136
2011,CESARIANO,Sudeste,SP,5,0,63049
2017,CESARIANO,Sudeste,SP,5,0,62800
2019,CESARIANO,Sudeste,SP,5,0,62439
2010,NORMAL,Nordeste,BA,1,0,61594
2016,CESARIANO,Sudeste,SP,5,0,60729
2018,CESARIANO,Sudeste,SP,5,0,60398
2011,NORMAL,Nordeste,BA,1,0,57903
2014,NORMAL,Sudeste,RJ,5,0,56700
2015,NORMAL,Sudeste,RJ,5,0,56514
2010,NORMAL,Sudeste,RJ,5,0,53491
2011,NORMAL,Sudeste,RJ,5,0,53048
2016,NORMAL,Sudeste,RJ,5,0,52981
2017,NORMAL,Sudeste,RJ,5,0,52635
2012,NORMAL,Nordeste,BA,1,0,52302
2013,NORMAL,Sudeste,RJ,5,0,52015
2018,NORMAL,Sudeste,RJ,5,0,50813
2015,NORMAL,Nordeste,BA,1,0,50109
2012,NORMAL,Sudeste,RJ,5,0,49341
2019,NORMAL,Sudeste,RJ,5,0,49040
2013,NORMAL,Nordeste,BA,1,0,49003
2014,NORMAL,Nordeste,BA,1,0,48687
2017,NORMAL,Nordeste,BA,1,0,47882
2016,NORMAL,Nordeste,BA,1,0,47294
2018,NORMAL,Nordeste,BA,1,0,45892
2010,NORMAL,Nordeste,MA,1,0,44907
2019,NORMAL,Nordeste,BA,1,0,42030
2011,NORMAL,Nordeste,MA,1,0,41858
2010,NORMAL,Norte,PA,1,0,41304
2012,NORMAL,Nordeste,MA,1,0,39739
2011,NORMAL,Norte,PA,1,0,39465
2014,NORMAL,Nordeste,MA,1,0,38230
2015,NORMAL,Nordeste,MA,1,0,38028
2013,NORMAL,Nordeste,MA,1,0,37903
2015,NORMAL,Norte,PA,1,0,36511
2014,NORMAL,Norte,PA,1,0,36405
2013,NORMAL,Norte,PA,1,0,35823
2018,NORMAL,Norte,PA,1,0,35598
2012,NORMAL,Norte,PA,1,0,35399
2019,NORMAL,Norte,PA,1,0,34853
2017,NORMAL,Norte,PA,1,0,34476
2016,NORMAL,Norte,PA,1,0,34047
2012,NORMAL,Sudeste,SP,4,0,31848
2011,NORMAL,Sudeste,SP,4,0,31765
2016,NORMAL,Nordeste,MA,1,0,31716
2010,NORMAL,Nordeste,CE,1,0,31651
2015,NORMAL,Sudeste,SP,4,0,30928
2017,NORMAL,Nordeste,MA,1,0,30684
2018,NORMAL,Sudeste,SP,4,0,30631
2013,NORMAL,Sudeste,SP,4,0,30607
2018,NORMAL,Nordeste,MA,1,0,30365
2010,NORMAL,Sudeste,SP,4,0,30216
2017,NORMAL,Sudeste,SP,4,0,29511
2014,NORMAL,Sudeste,SP,4,0,29290
2019,NORMAL,Sudeste,SP,4,0,29101
2016,NORMAL,Sudeste,SP,4,0,28489
2011,NORMAL,Nordeste,CE,1,0,27735
2019,NORMAL,Nordeste,MA,1,0,26759
2010,NORMAL,Sudeste,MG,1,0,25353
2012,NORMAL,Nordeste,CE,1,0,23650
2019,CESARIANO,Sudeste,RJ,5,0,23462
2011,NORMAL,Sudeste,MG,1,0,23398
2010,NORMAL,Nordeste,PE,1,0,23396
2018,CESARIANO,Sudeste,RJ,5,0,23235
2019,CESARIANO,Norte,PA,1,0,23175
2013,NORMAL,Nordeste,CE,1,0,22472
2018,CESARIANO,Norte,PA,1,0,22312
2010,NORMAL,Sul,PR,3,0,21887
2012,NORMAL,Sudeste,MG,1,0,21821
2017,CESARIANO,Norte,PA,1,0,21315
2015,NORMAL,Norte,AM,4,0,21261
2014,CESARIANO,Norte,PA,1,0,21124
2014,NORMAL,Nordeste,CE,1,0,21070
2018,NORMAL,Norte,AM,4,0,21047
2011,NORMAL,Nordeste,PE,1,0,21032
2016,NORMAL,Norte,AM,4,0,20921
2012,NORMAL,Sul,RS,5,0,20890
2010,NORMAL,Sul,RS,5,0,20833
2011,NORMAL,Norte,AM,4,0,20665
2017,NORMAL,Norte,AM,4,0,20618
2015,NORMAL,Nordeste,CE,1,0,20610
2015,CESARIANO,Norte,PA,1,0,20581
2013,NORMAL,Sul,RS,5,0,20579
2015,NORMAL,Sul,RS,5,0,20558
2013,NORMAL,Sudeste,MG,1,0,20365
2011,NORMAL,Sul,RS,5,0,20353
2012,NORMAL,Norte,AM,4,0,20254
2014,NORMAL,Norte,AM,4,0,20245
2014,NORMAL,Sul,RS,5,0,20224
2019,NORMAL,Norte,AM,4,0,20216
2011,NORMAL,Sul,PR,5,0,20084
2010,NORMAL,Sul,PR,5,0,20068
2011,NORMAL,Sul,PR,3,0,20049
2013,NORMAL,Norte,AM,4,0,20019
2012,CESARIANO,Sudeste,SP,4,0,19915
2011,CESARIANO,Sudeste,SP,4,0,19790
2010,NORMAL,Norte,AM,4,0,19589
2016,CESARIANO,Norte,PA,1,0,19557
2011,CESARIANO,Norte,PA,1,0,19538
2018,CESARIANO,Nordeste,BA,1,0,19496
2013,CESARIANO,Norte,PA,1,0,19460
2012,NORMAL,Sul,PR,5,0,19401
2016,NORMAL,Sul,RS,5,0,19369
2013,CESARIANO,Sudeste,SP,4,0,19100
2011,CESARIANO,Nordeste,BA,1,0,19083
2017,CESARIANO,Sudeste,RJ,5,0,19059
2014,CESARIANO,Nordeste,BA,1,0,19043
2014,NORMAL,Sudeste,MG,1,0,18944
2012,CESARIANO,Norte,PA,1,0,18940
2012,CESARIANO,Nordeste,BA,1,0,18803
2017,NORMAL,Sul,RS,5,0,18729
2014,NORMAL,Sul,PR,5,0,18702
2013,NORMAL,Sul,PR,5,0,18666
2010,NORMAL,Sudeste,MG,3,0,18636
2015,NORMAL,Sul,PR,5,0,18535
2010,CESARIANO,Nordeste,BA,1,0,18499
2010,CESARIANO,Sudeste,SP,4,0,18486
2015,NORMAL,Sudeste,MG,1,0,18392
2015,CESARIANO,Nordeste,BA,1,0,18337
2017,CESARIANO,Nordeste,BA,1,0,18275
2018,NORMAL,Sul,RS,5,0,18222
2012,NORMAL,Sul,PR,3,0,18179
2010,CESARIANO,Norte,PA,1,0,18170
2012,NORMAL,Nordeste,PE,1,0,17898
2011,NORMAL,Sudeste,MG,3,0,17873
2013,CESARIANO,Nordeste,BA,1,0,17821
2017,NORMAL,Sudeste,MG,1,0,17672
2018,NORMAL,Nordeste,CE,1,0,17544
2016,CESARIANO,Nordeste,BA,1,0,17518
2018,NORMAL,Sudeste,MG,1,0,17482
2019,CESARIANO,Nordeste,BA,1,0,17392
2017,NORMAL,Nordeste,CE,1,0,17304
2011,NORMAL,Nordeste,BA,5,0,17154
2016,NORMAL,Sudeste,MG,1,0,17032
2016,NORMAL,Sul,PR,5,0,16966
2014,CESARIANO,Sudeste,SP,4,0,16928
2013,NORMAL,Sul,PR,3,0,16763
2019,NORMAL,Sul,RS,5,0,16742
2014,NORMAL,Sul,PR,3,0,16684
2016,NORMAL,Nordeste,CE,1,0,16650
2010,NORMAL,Nordeste,BA,1,1,16565
2019,CESARIANO,Sudeste,SP,4,0,16556
2019,CESARIANO,Nordeste,MA,1,0,16495
2010,NORMAL,Sul,RS,3,0,16420
2018,CESARIANO,Sul,RS,3,0,16378
2018,CESARIANO,Sudeste,SP,4,0,16342
2010,NORMAL,Nordeste,BA,5,0,16307
2015,NORMAL,Sul,PR,3,0,16267
2019,CESARIANO,Sul,RS,3,0,16208
2013,NORMAL,Nordeste,PE,1,0,16082
2015,CESARIANO,Sudeste,SP,4,0,16037
2019,NORMAL,Sudeste,MG,1,0,16034
2012,NORMAL,Sudeste,MG,3,0,16024
2019,NORMAL,Nordeste,CE,1,0,16019
2017,CESARIANO,Sul,RS,3,0,15866
2012,NORMAL,Nordeste,BA,5,0,15829
2011,NORMAL,Sul,RS,3,0,15826
2017,CESARIANO,Sudeste,SP,3,0,15815
2017,CESARIANO,Sudeste,SP,4,0,15760
2010,NORMAL,Norte,AM,1,0,15695
2017,NORMAL,Sul,PR,5,0,15670
2011,NORMAL,Nordeste,BA,1,1,15647
2018,CESARIANO,Nordeste,MA,1,0,15621
2015,NORMAL,Nordeste,PE,1,0,15591
2015,CESARIANO,Sudeste,SP,3,0,15588
2016,NORMAL,Sul,PR,3,0,15576
2019,NORMAL,Norte,AM,1,0,15508
2017,NORMAL,Sul,PR,3,0,15446
2014,CESARIANO,Sudeste,SP,3,0,15419
2018,CESARIANO,Sudeste,SP,3,0,15418
2015,NORMAL,Nordeste,BA,1,1,15397
2019,CESARIANO,Sudeste,SP,3,0,15367
2016,CESARIANO,Sudeste,SP,3,0,15263
2013,NORMAL,Nordeste,BA,5,0,15227
2016,CESARIANO,Sudeste,SP,4,0,15176
2010,CESARIANO,Sudeste,MG,1,0,15103
2011,CESARIANO,Sudeste,SP,3,0,15079
2012,CESARIANO,Sudeste,SP,3,0,15004
2010,NORMAL,Sudeste,SP,3,0,14945
2015,CESARIANO,Sudeste,RJ,5,0,14920
2014,NORMAL,Nordeste,PE,1,0,14915
2019,CESARIANO,Nordeste,CE,1,0,14899
2018,NORMAL,Sul,PR,5,0,14887
2011,CESARIANO,Sudeste,MG,1,0,14884
2014,CESARIANO,Sul,PR,3,0,14873
2015,NORMAL,Norte,AM,1,0,14863
2018,NORMAL,Sul,PR,3,0,14834
2017,NORMAL,Nordeste,BA,1,1,14790
2016,NORMAL,Nordeste,BA,1,1,14757
2012,CESARIANO,Sudeste,MG,1,0,14742
2012,NORMAL,Nordeste,BA,1,1,14706
2010,CESARIANO,Sudeste,SP,3,0,14689
2015,NORMAL,Sudeste,RJ,5,1,14629
2013,NORMAL,Sudeste,MG,3,0,14626
2014,NORMAL,Sudeste,MG,3,0,14583
2018,CESARIANO,Nordeste,CE,1,0,14583
2013,CESARIANO,Sudeste,SP,3,0,14579
2013,CESARIANO,Sul,PR,3,0,14572
2015,NORMAL,Sudeste,MG,3,0,14565
2016,CESARIANO,Sul,RS,3,0,14540
2014,NORMAL,Nordeste,BA,1,1,14529
2013,CESARIANO,Sudeste,MG,1,0,14315
2011,NORMAL,Sudeste,SP,3,0,14152
2013,NORMAL,Norte,AM,1,0,14140
2016,CESARIANO,Sul,PR,3,0,14107
2012,NORMAL,Sul,RS,3,0,14061
2015,NORMAL,Sul,RS,3,0,14048
2019,NORMAL,Sul,PR,3,0,14031
2016,CESARIANO,Sudeste,RJ,5,0,14027
2015,CESARIANO,Sul,PR,3,0,13995
2014,CESARIANO,Sudeste,RJ,5,0,13957
2015,CESARIANO,Sul,RS,3,0,13931
2011,NORMAL,Norte,AM,1,0,13898
2017,NORMAL,Norte,AM,1,0,13877
2018,NORMAL,Norte,AM,1,0,13842
2017,CESARIANO,Sul,PR,3,0,13790
2013,NORMAL,Nordeste,BA,1,1,13718
2017,NORMAL,Sudeste,RJ,5,1,13714
2019,NORMAL,Sul,PR,5,0,13687
2012,CESARIANO,Sul,PR,3,0,13686
2017,NORMAL,Nordeste,PE,1,0,13682
2016,NORMAL,Sudeste,MG,3,0,13667
2013,NORMAL,Sul,RS,3,0,13656
2015,NORMAL,Nordeste,BA,5,0,13633
2018,NORMAL,Nordeste,BA,1,1,13539
2016,NORMAL,Sudeste,RJ,5,1,13538
2014,CESARIANO,Sudeste,MG,1,0,13492
2017,CESARIANO,Nordeste,CE,1,0,13447
2014,CESARIANO,Sul,RS,3,0,13426
2018,NORMAL,Sudeste,RJ,5,1,13419
2017,NORMAL,Sudeste,MG,3,0,13408
2010,NORMAL,Sudeste,MG,0,0,13333
2013,CESARIANO,Sudeste,RJ,5,0,13322
2016,NORMAL,Nordeste,BA,5,0,13264
2018,CESARIANO,Sul,PR,3,0,13250
2014,NORMAL,Norte,AM,1,0,13190
2015,CESARIANO,Nordeste,CE,1,0,13189
2016,NORMAL,Nordeste,PE,1,0,13182
2014,NORMAL,Sul,RS,3,0,13167
2012,NORMAL,Norte,AM,1,0,13158
2016,NORMAL,Norte,AM,1,0,13158
2010,CESARIANO,Sudeste,RJ,5,0,13152
2016,NORMAL,Sul,RS,3,0,13147
2017,CESARIANO,Norte,AM,4,0,13141
2018,NORMAL,Nordeste,PE,1,0,13127
2014,NORMAL,Sudeste,RJ,5,1,13124
2019,NORMAL,Sudeste,RJ,5,1,13067
2018,NORMAL,Sudeste,MG,3,0,13033
2016,CESARIANO,Nordeste,CE,1,0,13020
2011,NORMAL,Sudeste,MG,0,0,12911
2011,CESARIANO,Sudeste,RJ,5,0,12904
2018,NORMAL,Nordeste,PE,5,0,12901
2012,CESARIANO,Sul,RS,3,0,12821
2017,NORMAL,Sul,RS,3,0,12815
2019,CESARIANO,Sudeste,MG,1,0,12810
2011,CESARIANO,Sul,PR,3,0,12789
2012,NORMAL,Sudeste,SP,3,0,12728
2019,NORMAL,Nordeste,BA,5,0,12660
2014,NORMAL,Nordeste,BA,5,0,12651
2013,CESARIANO,Sul,RS,3,0,12618
2018,NORMAL,Sul,RS,3,0,12598
2019,NORMAL,Sudeste,MG,3,0,12539
2014,CESARIANO,Nordeste,CE,1,0,12507
2019,CESARIANO,Norte,AM,4,0,12432
2011,CESARIANO,Sul,RS,3,0,12415
2014,CESARIANO,Nordeste,CE,5,0,12384
2019,NORMAL,Nordeste,PE,1,0,12370
2018,CESARIANO,Sudeste,MG,1,0,12318
2015,NORMAL,Sudeste,SP,3,0,12303
2019,NORMAL,Nordeste,BA,1,1,12300
2018,CESARIANO,Norte,AM,4,0,12296
2017,NORMAL,Nordeste,PE,5,0,12189
2014,NORMAL,Sudeste,SP,3,0,12174
2017,CESARIANO,Sudeste,MG,1,0,12156
2011,CESARIANO,Nordeste,CE,5,0,12139
2015,CESARIANO,Sudeste,MG,1,0,12102
2019,CESARIANO,Sul,PR,3,0,12064
2012,CESARIANO,Sul,RS,5,0,12044
2011,CESARIANO,Norte,PA,4,0,12041
2013,NORMAL,Sudeste,RJ,5,1,12004
2012,NORMAL,Sudeste,MG,0,0,11997
2019,NORMAL,Nordeste,PE,5,0,11997
2012,CESARIANO,Sudeste,RJ,5,0,11954
2013,CESARIANO,Sul,RS,5,0,11933
2010,CESARIANO,Sul,PR,3,0,11912
2017,CESARIANO,Sul,RS,5,0,11907
2014,CESARIANO,Sul,RS,5,0,11878
2013,CESARIANO,Nordeste,CE,5,0,11876
2012,CESARIANO,Nordeste,CE,5,0,11845
2013,NORMAL,Sudeste,SP,3,0,11800
2016,CESARIANO,Sul,RS,5,0,11686
2014,CESARIANO,Norte,PA,4,0,11680
2015,CESARIANO,Nordeste,CE,5,0,11677
2019,NORMAL,Sul,RS,3,0,11654
2010,CESARIANO,Nordeste,CE,5,0,11613
2013,CESARIANO,Nordeste,CE,1,0,11604
2018,NORMAL,Nordeste,BA,5,0,11592
2011,CESARIANO,Sul,RS,5,0,11547
2014,CESARIANO,Norte,AM,4,0,11515
2016,CESARIANO,Sudeste,MG,1,0,11494
2015,NORMAL,Sudeste,SP,5,1,11448
2010,CESARIANO,Norte,PA,4,0,11425
2015,CESARIANO,Sul,RS,5,0,11410
2019,CESARIANO,Sul,RS,5,0,11341
2016,NORMAL,Sudeste,SP,3,0,11335
2015,NORMAL,Sudeste,MG,0,0,11323
2015,NORMAL,Nordeste,PE,5,0,11321
2017,NORMAL,Sudeste,SP,3,0,11320
2014,NORMAL,Sudeste,MG,0,0,11279
2013,NORMAL,Sudeste,MG,0,0,11274
2017,NORMAL,Nordeste,BA,5,0,11254
2013,CESARIANO,Norte,PA,4,0,11223
2010,CESARIANO,Nordeste,CE,1,0,11169
2010,NORMAL,Nordeste,CE,5,0,11161
2010,CESARIANO,Nordeste,MA,1,0,11073
2018,CESARIANO,Sul,RS,5,0,11069
2010,CESARIANO,Sudeste,MG,3,0,10979
2016,CESARIANO,Norte,AM,4,0,10958
2014,CESARIANO,Sudeste,MG,3,0,10947
2010,CESARIANO,Sul,RS,5,0,10924
2013,CESARIANO,Norte,AM,4,0,10887
2018,NORMAL,Sudeste,SP,3,0,10874
2011,CESARIANO,Sudeste,MG,3,0,10836
2016,CESARIANO,Nordeste,CE,5,0,10784
2018,NORMAL,Nordeste,PE,1,1,10762
2015,CESARIANO,Sudeste,MG,3,0,10750
2018,CESARIANO,Sudeste,MG,3,0,10745
2017,CESARIANO,Nordeste,MA,1,0,10738
2014,CESARIANO,Nordeste,PE,1,0,10727
2012,CESARIANO,Norte,AM,4,0,10700
2012,CESARIANO,Norte,PA,4,0,10693
2015,NORMAL,Nordeste,CE,5,0,10684
2011,CESARIANO,Nordeste,PE,1,0,10666
2011,CESARIANO,Nordeste,CE,1,0,10665
2011,CESARIANO,Nordeste,MA,1,0,10655
2010,CESARIANO,Sul,RS,3,0,10634
2012,CESARIANO,Nordeste,CE,1,0,10631
2012,NORMAL,Sudeste,RJ,5,1,10622
2012,CESARIANO,Sudeste,MG,3,0,10563
2015,CESARIANO,Norte,AM,4,0,10540
2017,NORMAL,Nordeste,PE,1,1,10517
2017,CESARIANO,Sudeste,MG,3,0,10511
2014,NORMAL,Sudeste,SP,5,1,10505
2015,CESARIANO,Norte,PA,4,0,10464
2019,CESARIANO,Sudeste,MG,3,0,10432
2010,NORMAL,Norte,PA,4,0,10419
2016,NORMAL,Nordeste,PE,5,0,10415
2012,CESARIANO,Sul,PR,5,0,10387
2011,NORMAL,Nordeste,CE,5,0,10314
2011,NORMAL,Sudeste,SP,5,1,10311
2012,CESARIANO,Nordeste,PE,1,0,10286
2013,NORMAL,Nordeste,PE,5,0,10280
2016,NORMAL,Sudeste,MG,0,0,10260
2013,CESARIANO,Sul,PR,5,0,10221
2019,NORMAL,Sudeste,SP,5,1,10208
2016,CESARIANO,Sudeste,MG,3,0,10194
2017,NORMAL,Sudeste,SP,5,1,10188
2011,CESARIANO,Sul,PR,5,0,10164
2013,CESARIANO,Sudeste,MG,3,0,10151
2016,NORMAL,Sudeste,SP,5,1,10150
2015,NORMAL,Nordeste,CE,1,1,10132
2016,NORMAL,Nordeste,CE,5,0,10112
2011,CESARIANO,Norte,AM,4,0,10104
2010,CESARIANO,Sul,PR,5,0,10034
2010,NORMAL,Sudeste,SP,5,1,10030
2018,NORMAL,Sudeste,SP,5,1,9975
2014,CESARIANO,Sul,PR,5,0,9925
2019,NORMAL,Sudeste,SP,3,0,9908
2014,NORMAL,Nordeste,PE,5,0,9881
2010,NORMAL,Nordeste,PE,5,0,9861
2014,NORMAL,Nordeste,CE,5,0,9857
2018,NORMAL,Sudeste,MG,0,0,9792
2017,NORMAL,Sudeste,MG,0,0,9779
2012,CESARIANO,Nordeste,MA,1,0,9769
2013,NORMAL,Sudeste,SP,5,1,9748
2011,NORMAL,Sudeste,RJ,5,1,9734
2011,NORMAL,Centro-Oeste,MT,2,0,9726
2012,NORMAL,Sudeste,SP,5,1,9714
2013,CESARIANO,Nordeste,PE,1,0,9679
2017,NORMAL,Nordeste,CE,5,0,9665
2010,NORMAL,Centro-Oeste,MT,2,0,9657
2013,CESARIANO,Nordeste,MA,1,0,9644
2012,NORMAL,Nordeste,PE,5,0,9551
2018,CESARIANO,Nordeste,CE,1,1,9551
2017,NORMAL,Nordeste,BA,3,0,9520
2015,CESARIANO,Sul,PR,5,0,9518
2019,CESARIANO,Nordeste,CE,1,1,9492
2010,CESARIANO,Nordeste,PE,1,0,9479
2015,CESARIANO,Nordeste,MA,1,0,9463
2015,CESARIANO,Nordeste,PE,1,0,9448
2016,NORMAL,Nordeste,BA,3,0,9426
2019,NORMAL,Nordeste,PE,1,1,9378
2018,NORMAL,Nordeste,BA,3,0,9376
2014,NORMAL,Nordeste,CE,1,1,9371
2014,CESARIANO,Nordeste,MA,1,0,9326
2014,CESARIANO,Nordeste,BA,1,1,9300
2010,NORMAL,Nordeste,AL,1,0,9291
2010,NORMAL,Centro-Oeste,GO,3,0,9261
2010,NORMAL,Nordeste,PE,5,1,9253
2010,NORMAL,Nordeste,BA,3,0,9240
2015,CESARIANO,Nordeste,BA,1,1,9232
2017,CESARIANO,Nordeste,CE,1,1,9213
2015,NORMAL,Nordeste,BA,3,0,9202
2019,NORMAL,Centro-Oeste,MT,2,0,9138
2015,CESARIANO,Nordeste,CE,1,1,9111
2010,NORMAL,Sudeste,RJ,5,1,9107
2010,NORMAL,Nordeste,PB,3,0,9089
2018,NORMAL,Nordeste,CE,5,0,9066
2018,NORMAL,Sudeste,MG,1,1,9063
2010,NORMAL,Nordeste,CE,1,1,9059
2016,CESARIANO,Nordeste,BA,1,1,9052
2011,NORMAL,Nordeste,AL,1,0,9033
2011,NORMAL,Nordeste,PE,5,0,9024
2018,CESARIANO,Nordeste,BA,1,1,9021
2015,NORMAL,Centro-Oeste,MT,2,0,9004
2016,CESARIANO,Nordeste,CE,1,1,8995
2011,NORMAL,Norte,PA,4,0,8975
2017,CESARIANO,Nordeste,BA,1,1,8947
2017,CESARIANO,Nordeste,CE,5,0,8945
2013,NORMAL,Nordeste,CE,5,0,8908
2016,NORMAL,Nordeste,PE,1,1,8903
2019,CESARIANO,Sudeste,SP,5,1,8820
2013,CESARIANO,Nordeste,PE,1,1,8818
2011,NORMAL,Centro-Oeste,GO,3,0,8814
2017,NORMAL,Sudeste,MG,1,1,8806
2016,CESARIANO,Sul,PR,5,0,8787
2012,NORMAL,Nordeste,CE,5,0,8786
2015,NORMAL,Nordeste,PE,1,1,8761
2010,NORMAL,Nordeste,PI,1,0,8742
2011,NORMAL,Nordeste,BA,3,0,8723
2015,NORMAL,Centro-Oeste,MS,4,0,8723
2018,CESARIANO,Nordeste,PE,1,0,8719
2010,NORMAL,Centro-Oeste,MS,4,0,8702
2012,NORMAL,Nordeste,CE,1,1,8696
2019,CESARIANO,Nordeste,PE,1,0,8681
2014,NORMAL,Sudeste,MG,1,1,8646
2010,NORMAL,Sudeste,MG,1,1,8631
2018,CESARIANO,Centro-Oeste,GO,3,0,8618
2019,NORMAL,Nordeste,BA,3,0,8618
2019,NORMAL,Sudeste,MG,1,1,8614
2012,CESARIANO,Nordeste,BA,1,1,8608
2013,NORMAL,Nordeste,CE,1,1,8600
2019,NORMAL,Nordeste,CE,5,0,8596
2012,NORMAL,Nordeste,BA,3,0,8586
2014,CESARIANO,Nordeste,PE,1,1,8565
2010,CESARIANO,Norte,AM,4,0,8557
2018,NORMAL,Centro-Oeste,MT,2,0,8555
2012,NORMAL,Nordeste,MA,4,0,8547
2019,NORMAL,Sudeste,MG,0,0,8537
2011,CESARIANO,Nordeste,BA,1,1,8521
2013,NORMAL,Sudeste,MG,1,1,8512
2011,NORMAL,Centro-Oeste,MS,4,0,8483
2019,CESARIANO,Centro-Oeste,MT,2,0,8483
2011,NORMAL,Nordeste,PB,3,0,8474
2014,NORMAL,Centro-Oeste,MT,2,0,8444
2015,CESARIANO,Sudeste,SP,5,1,8439
2013,NORMAL,Nordeste,PE,1,1,8428
2014,CESARIANO,Nordeste,CE,1,1,8416
2012,NORMAL,Centro-Oeste,MT,2,0,8412
2011,NORMAL,Nordeste,CE,1,1,8404
2019,CESARIANO,Nordeste,BA,1,1,8394
2017,NORMAL,Centro-Oeste,MT,2,0,8393
2011,NORMAL,Sudeste,MG,1,1,8392
2017,CESARIANO,Sudeste,SP,5,1,8375
2012,CESARIANO,Sudeste,MG,0,0,8368
2016,NORMAL,Centro-Oeste,MS,4,0,8366
2014,CESARIANO,Sudeste,SP,5,1,8346
2017,CESARIANO,Centro-Oeste,GO,3,0,8328
2017,CESARIANO,Sul,PR,5,0,8311
2010,CESARIANO,Sudeste,MG,5,0,8310
2011,NORMAL,Sudeste,MG,3,1,8302
2015,NORMAL,Sudeste,MG,1,1,8294
2013,NORMAL,Centro-Oeste,MT,2,0,8293
2016,NORMAL,Centro-Oeste,MT,2,0,8292
2014,NORMAL,Nordeste,PE,1,1,8288
2011,CESARIANO,Sudeste,MG,0,0,8281
2013,CESARIANO,Nordeste,BA,1,1,8278
2016,NORMAL,Sudeste,MG,1,1,8277
2014,NORMAL,Centro-Oeste,MS,4,0,8226
2011,CESARIANO,Nordeste,PE,1,1,8208
2012,CESARIANO,Nordeste,PE,1,1,8195
2016,CESARIANO,Norte,PA,4,0,8170
2014,CESARIANO,Sudeste,MG,0,0,8164
2017,NORMAL,Centro-Oeste,MS,4,0,8161
2018,CESARIANO,Nordeste,CE,5,0,8157
2019,CESARIANO,Centro-Oeste,GO,3,0,8146
2010,NORMAL,Sudeste,MG,3,1,8141
2013,NORMAL,Sudeste,MG,3,1,8141
2014,NORMAL,Nordeste,BA,3,0,8129
2010,CESARIANO,Sudeste,MG,0,0,8127
2010,CESARIANO,Nordeste,BA,1,1,8123
2017,CESARIANO,Norte,PA,4,0,8101
2018,CESARIANO,Centro-Oeste,MT,2,0,8092
2015,NORMAL,Sudeste,MG,3,1,8059
2016,CESARIANO,Nordeste,PE,1,0,8058
2016,NORMAL,Sul,SC,5,0,8057
2017,NORMAL,Sul,SC,5,0,8053
2010,NORMAL,Sul,SC,3,0,8045
2012,NORMAL,Sudeste,MG,1,1,8043
2013,NORMAL,Nordeste,BA,3,0,8037
2010,NORMAL,Norte,AP,2,0,8023
2012,NORMAL,Sudeste,MG,3,1,8018
2012,CESARIANO,Centro-Oeste,MS,4,0,8008
2012,NORMAL,Nordeste,PB,3,0,7983
2011,NORMAL,Nordeste,MA,4,0,7973
2013,CESARIANO,Sudeste,MG,0,0,7973
2013,NORMAL,Centro-Oeste,MS,4,0,7973
2012,NORMAL,Centro-Oeste,MS,4,0,7972
2014,NORMAL,Nordeste,PB,3,0,7965
2017,CESARIANO,Nordeste,PE,1,0,7964
2010,NORMAL,Sul,SC,5,0,7962
2015,NORMAL,Sul,SC,5,0,7948
2010,NORMAL,Norte,PA,2,0,7939
2018,NORMAL,Sudeste,ES,5,0,7930
2012,NORMAL,Nordeste,PE,1,1,7910
2016,NORMAL,Norte,PA,4,0,7907
2013,NORMAL,Nordeste,PB,3,0,7905
2011,NORMAL,Nordeste,PI,1,0,7903
2013,CESARIANO,Sudeste,SP,5,1,7903
2014,NORMAL,Sudeste,MG,3,1,7893
2019,CESARIANO,Nordeste,CE,5,0,7889
2014,CESARIANO,Centro-Oeste,MS,4,0,7868
2012,NORMAL,Centro-Oeste,GO,3,0,7865
2011,NORMAL,Sul,SC,5,0,7854
2010,NORMAL,Sudeste,MG,2,0,7848
2012,NORMAL,Nordeste,AL,1,0,7834
2016,CESARIANO,Sudeste,SP,5,1,7812
2010,NORMAL,Nordeste,MA,4,0,7791
2015,NORMAL,Norte,PA,4,0,7785
2015,CESARIANO,Sudeste,MG,0,0,7783
2016,NORMAL,Nordeste,CE,1,1,7772
2016,CESARIANO,Nordeste,MA,1,0,7742
2017,CESARIANO,Centro-Oeste,MT,2,0,7739
2018,CESARIANO,Sudeste,SP,5,1,7734
2010,CESARIANO,Nordeste,PE,1,1,7705
2018,NORMAL,Sul,SC,5,0,7705
2015,CESARIANO,Centro-Oeste,MS,4,0,7696
2016,CESARIANO,Sudeste,MG,0,0,7695
2011,NORMAL,Nordeste,PE,5,1,7681
2019,CESARIANO,Sul,PR,5,0,7661
2017,NORMAL,Sudeste,MG,3,1,7659
2018,CESARIANO,Sul,PR,5,0,7656
2011,CESARIANO,Sudeste,MG,5,0,7653
