UF,Município,Cód IBGE,Cód Região de Saúde,Nome da Região de Saúde,Grupo
BA,Presidente Tancredo Neves,292575,29022,Santo Antônio de Jesus,1
BA,Queimadas,292580,29025,Serrinha,1
BA,Quijingue,292590,29025,Serrinha,1
BA,Quixabeira,292593,29014,Jacobina,1
BA,Rafael Jambeiro,292595,29006,Feira de Santana,3
BA,Remanso,292600,29016,Juazeiro,1
BA,Retirolândia,292610,29025,Serrinha,1
BA,Riachão das Neves,292620,29002,Barreiras,2
BA,Riachão do Jacuípe,292630,29006,Feira de Santana,3
BA,Riacho de Santana,292640,29007,Guanambi,1
BA,Ribeira do Amparo,292650,29019,Ribeira do Pombal,1
BA,Ribeira do Pombal,292660,29019,Ribeira do Pombal,1
BA,Ribeirão do Largo,292665,29028,Vitória da Conquista,1
BA,Rio de Contas,292670,29003,Brumado,1
BA,Rio do Antônio,292680,29007,Guanambi,1
BA,Rio do Pires,292690,29003,Brumado,1
BA,Rio Real,292700,29001,Alagoinhas,1
BA,Rodelas,292710,29017,Paulo Afonso,1
BA,Ruy Barbosa,292720,29011,Itaberaba,1
BA,Salinas da Margarida,292730,29022,Santo Antônio de Jesus,1
BA,Salvador,292740,29020,Salvador,5
BA,Santa Bárbara,292750,29006,Feira de Santana,3
BA,Santa Brígida,292760,29017,Paulo Afonso,1
BA,Santa Cruz Cabrália,292770,29018,Porto Seguro,1
BA,Santa Cruz da Vitória,292780,29012,Itabuna,1
BA,Santa Inês,292790,29015,Jequié,1
BA,Santaluz,292800,29025,Serrinha,1
BA,Santa Luzia,292805,29009,Ilhéus,1
BA,Santa Maria da Vitória,292810,29021,Santa Maria da Vitória,1
BA,Santana,292820,29021,Santa Maria da Vitória,1
BA,Santanópolis,292830,29006,Feira de Santana,3
BA,Santa Rita de Cássia,292840,29002,Barreiras,2
BA,Santa Teresinha,292850,29022,Santo Antônio de Jesus,1
BA,Santo Amaro,292860,29020,Salvador,5
BA,Santo Antônio de Jesus,292870,29022,Santo Antônio de Jesus,1
BA,Santo Estêvão,292880,29006,Feira de Santana,3
BA,São Desidério,292890,29002,Barreiras,2
BA,São Domingos,292895,29025,Serrinha,1
BA,São Felipe,292910,29022,Santo Antônio de Jesus,1
BA,São Félix,292900,29005,Cruz das Almas,1
BA,São Félix do Coribe,292905,29021,Santa Maria da Vitória,1
BA,São Francisco do Conde,292920,29020,Salvador,5
BA,São Gabriel,292925,29010,Irecê,1
BA,São Gonçalo dos Campos,292930,29006,Feira de Santana,3
BA,São José da Vitória,292935,29012,Itabuna,1
BA,São José do Jacuípe,292937,29014,Jacobina,1
BA,São Miguel das Matas,292940,29022,Santo Antônio de Jesus,1
BA,São Sebastião do Passé,292950,29020,Salvador,5
BA,Sapeaçu,292960,29005,Cruz das Almas,1
BA,Sátiro Dias,292970,29001,Alagoinhas,1
BA,Saubara,292975,29020,Salvador,5
BA,Saúde,292980,29014,Jacobina,1
BA,Seabra,292990,29023,Seabra,1
BA,Sebastião Laranjeiras,293000,29007,Guanambi,1
BA,Senhor do Bonfim,293010,29024,Senhor do Bonfim,1
BA,Sento Sé,293020,29016,Juazeiro,1
BA,Serra do Ramalho,293015,29021,Santa Maria da Vitória,1
BA,Serra Dourada,293030,29021,Santa Maria da Vitória,1
BA,Serra Preta,293040,29006,Feira de Santana,3
BA,Serrinha,293050,29025,Serrinha,1
BA,Serrolândia,293060,29014,Jacobina,1
BA,Simões Filho,293070,29004,Camaçari,3
BA,Sítio do Mato,293075,29021,Santa Maria da Vitória,1
BA,Sítio do Quinto,293076,29019,Ribeira do Pombal,1
BA,Sobradinho,293077,29016,Juazeiro,1
BA,Souto Soares,293080,29023,Seabra,1
BA,Tabocas do Brejo Velho,293090,29002,Barreiras,2
BA,Tanhaçu,293100,29003,Brumado,1
BA,Tanque Novo,293105,29007,Guanambi,1
BA,Tanquinho,293110,29006,Feira de Santana,3
BA,Taperoá,293120,29027,Valença,1
BA,Tapiramutá,293130,29014,Jacobina,1
BA,Teixeira de Freitas,293135,29026,Teixeira de Freitas,1
BA,Teodoro Sampaio,293140,29006,Feira de Santana,3
BA,Teofilândia,293150,29025,Serrinha,1
BA,Teolândia,293160,29027,Valença,1
BA,Terra Nova,293170,29006,Feira de Santana,3
BA,Tremedal,293180,29028,Vitória da Conquista,1
BA,Tucano,293190,29025,Serrinha,1
BA,Uauá,293200,29016,Juazeiro,1
BA,Ubaíra,293210,29022,Santo Antônio de Jesus,1
BA,Ubaitaba,293220,29012,Itabuna,1
BA,Ubatã,293230,29012,Itabuna,1
BA,Uibaí,293240,29010,Irecê,1
BA,Umburanas,293245,29014,Jacobina,1
BA,Una,293250,29009,Ilhéus,1
BA,Urandi,293260,29007,Guanambi,1
BA,Uruçuca,293270,29009,Ilhéus,1
BA,Utinga,293280,29011,Itaberaba,1
BA,Valença,293290,29027,Valença,1
BA,Valente,293300,29025,Serrinha,1
BA,Várzea da Roça,293305,29014,Jacobina,1
BA,Várzea do Poço,293310,29014,Jacobina,1
BA,Várzea Nova,293315,29014,Jacobina,1
BA,Varzedo,293317,29022,Santo Antônio de Jesus,1
BA,Vera Cruz,293320,29020,Salvador,5
BA,Vereda,293325,29026,Teixeira de Freitas,1
BA,Vitória da Conquista,293330,29028,Vitória da Conquista,1
BA,Wagner,293340,29011,Itaberaba,1
BA,Wanderley,293345,29002,Barreiras,2
BA,Wenceslau Guimarães,293350,29027,Valença,1
BA,Xique-Xique,293360,29010,Irecê,1
CE,Abaiara,230010,23019,19ª Região Brejo Santo,1
CE,Acarape,230015,23003,3ª Região Maracanaú,2
CE,Acaraú,230020,23012,12ª Região Acaraú,1
CE,Acopiara,230030,23018,18ª Região Iguatú,1
CE,Aiuaba,230040,23014,14ª Região Tauá,1
CE,Alcântaras,230050,23011,11ª Região Sobral,1
CE,Altaneira,230060,23020,20ª Região Crato,1
CE,Alto Santo,230070,23010,10ª Região Limoeiro do Norte,1
CE,Amontada,230075,23006,6ª Região Itapipoca,1
CE,Antonina do Norte,230080,23020,20ª Região Crato,1
CE,Apuiarés,230090,23002,2ª Região Caucaia,1
CE,Aquiraz,230100,23001,1ª Região Fortaleza,5
CE,Aracati,230110,23007,7ª Região Aracati,1
CE,Aracoiaba,230120,23004,4ª Região Baturité,1
CE,Ararendá,230125,23015,15ª Região Crateús,1
CE,Araripe,230130,23020,20ª Região Crato,1
CE,Aratuba,230140,23004,4ª Região Baturité,1
CE,Arneiroz,230150,23014,14ª Região Tauá,1
CE,Assaré,230160,23020,20ª Região Crato,1
CE,Aurora,230170,23019,19ª Região Brejo Santo,1
CE,Baixio,230180,23017,17ª Região Icó,1
CE,Banabuiú,230185,23008,8ª Região Quixadá,1
CE,Barbalha,230190,23021,21ª Região Juazeiro do Norte,3
CE,Barreira,230195,23003,3ª Região Maracanaú,2
CE,Barro,230200,23019,19ª Região Brejo Santo,1
CE,Barroquinha,230205,23016,16ª Região Camocim,1
CE,Baturité,230210,23004,4ª Região Baturité,1
CE,Beberibe,230220,23022,22ª Região Cascavel,1
CE,Bela Cruz,230230,23012,12ª Região Acaraú,1
CE,Boa Viagem,230240,23005,5ª Região Canindé,1
CE,Brejo Santo,230250,23019,19ª Região Brejo Santo,1
CE,Camocim,230260,23016,16ª Região Camocim,1
CE,Campos Sales,230270,23020,20ª Região Crato,1
CE,Canindé,230280,23005,5ª Região Canindé,1
CE,Capistrano,230290,23004,4ª Região Baturité,1
CE,Caridade,230300,23005,5ª Região Canindé,1
CE,Cariré,230310,23011,11ª Região Sobral,1
CE,Caririaçu,230320,23021,21ª Região Juazeiro do Norte,3
CE,Cariús,230330,23018,18ª Região Iguatú,1
CE,Carnaubal,230340,23013,13ª Região Tianguá,1
CE,Cascavel,230350,23022,22ª Região Cascavel,1
CE,Catarina,230360,23018,18ª Região Iguatú,1
CE,Catunda,230365,23011,11ª Região Sobral,1
CE,Caucaia,230370,23002,2ª Região Caucaia,1
CE,Cedro,230380,23017,17ª Região Icó,1
CE,Chaval,230390,23016,16ª Região Camocim,1
CE,Choró,230393,23008,8ª Região Quixadá,1
CE,Chorozinho,230395,23022,22ª Região Cascavel,1
CE,Coreaú,230400,23011,11ª Região Sobral,1
CE,Crateús,230410,23015,15ª Região Crateús,1
CE,Crato,230420,23020,20ª Região Crato,1
CE,Croatá,230423,23013,13ª Região Tianguá,1
CE,Cruz,230425,23012,12ª Região Acaraú,1
CE,Deputado Irapuan Pinheiro,230426,23018,18ª Região Iguatú,1
CE,Ererê,230427,23010,10ª Região Limoeiro do Norte,1
CE,Eusébio,230428,23001,1ª Região Fortaleza,5
CE,Farias Brito,230430,23020,20ª Região Crato,1
CE,Forquilha,230435,23011,11ª Região Sobral,1
CE,Fortaleza,230440,23001,1ª Região Fortaleza,5
CE,Fortim,230445,23007,7ª Região Aracati,1
CE,Frecheirinha,230450,23011,11ª Região Sobral,1
CE,General Sampaio,230460,23002,2ª Região Caucaia,1
CE,Graça,230465,23011,11ª Região Sobral,1
CE,Granja,230470,23016,16ª Região Camocim,1
CE,Granjeiro,230480,23021,21ª Região Juazeiro do Norte,3
CE,Groaíras,230490,23011,11ª Região Sobral,1
CE,Guaiúba,230495,23003,3ª Região Maracanaú,2
CE,Guaraciaba do Norte,230500,23013,13ª Região Tianguá,1
CE,Guaramiranga,230510,23004,4ª Região Baturité,1
CE,Hidrolândia,230520,23011,11ª Região Sobral,1
CE,Horizonte,230523,23022,22ª Região Cascavel,1
CE,Ibaretama,230526,23008,8ª Região Quixadá,1
CE,Ibiapina,230530,23013,13ª Região Tianguá,1
CE,Ibicuitinga,230533,23008,8ª Região Quixadá,1
CE,Icapuí,230535,23007,7ª Região Aracati,1
CE,Icó,230540,23017,17ª Região Icó,1
CE,Iguatu,230550,23018,18ª Região Iguatú,1
CE,Independência,230560,23015,15ª Região Crateús,1
CE,Ipaporanga,230565,23015,15ª Região Crateús,1
CE,Ipaumirim,230570,23017,17ª Região Icó,1
CE,Ipu,230580,23011,11ª Região Sobral,1
CE,Ipueiras,230590,23015,15ª Região Crateús,1
CE,Iracema,230600,23010,10ª Região Limoeiro do Norte,1
CE,Irauçuba,230610,23011,11ª Região Sobral,1
CE,Itaiçaba,230620,23007,7ª Região Aracati,1
CE,Itaitinga,230625,23001,1ª Região Fortaleza,5
CE,Itapagé,230630,23002,2ª Região Caucaia,1
CE,Itapipoca,230640,23006,6ª Região Itapipoca,1
CE,Itapiúna,230650,23004,4ª Região Baturité,1
CE,Itarema,230655,23012,12ª Região Acaraú,1
CE,Itatira,230660,23005,5ª Região Canindé,1
CE,Jaguaretama,230670,23009,9ª Região Russas,1
CE,Jaguaribara,230680,23010,10ª Região Limoeiro do Norte,1
CE,Jaguaribe,230690,23010,10ª Região Limoeiro do Norte,1
CE,Jaguaruana,230700,23009,9ª Região Russas,1
CE,Jardim,230710,23021,21ª Região Juazeiro do Norte,3
CE,Jati,230720,23019,19ª Região Brejo Santo,1
CE,Jijoca de Jericoacoara,230725,23012,12ª Região Acaraú,1
CE,Juazeiro do Norte,230730,23021,21ª Região Juazeiro do Norte,3
CE,Jucás,230740,23018,18ª Região Iguatú,1
CE,Lavras da Mangabeira,230750,23017,17ª Região Icó,1
CE,Limoeiro do Norte,230760,23010,10ª Região Limoeiro do Norte,1
CE,Madalena,230763,23005,5ª Região Canindé,1
CE,Maracanaú,230765,23003,3ª Região Maracanaú,2
CE,Maranguape,230770,23003,3ª Região Maracanaú,2
CE,Marco,230780,23012,12ª Região Acaraú,1
CE,Martinópole,230790,23016,16ª Região Camocim,1
CE,Massapê,230800,23011,11ª Região Sobral,1
CE,Mauriti,230810,23019,19ª Região Brejo Santo,1
CE,Meruoca,230820,23011,11ª Região Sobral,1
CE,Milagres,230830,23019,19ª Região Brejo Santo,1
CE,Milhã,230835,23008,8ª Região Quixadá,1
CE,Miraíma,230837,23006,6ª Região Itapipoca,1
CE,Missão Velha,230840,23021,21ª Região Juazeiro do Norte,3
CE,Mombaça,230850,23018,18ª Região Iguatú,1
CE,Monsenhor Tabosa,230860,23015,15ª Região Crateús,1
CE,Morada Nova,230870,23009,9ª Região Russas,1
CE,Moraújo,230880,23011,11ª Região Sobral,1
CE,Morrinhos,230890,23012,12ª Região Acaraú,1
CE,Mucambo,230900,23011,11ª Região Sobral,1
CE,Mulungu,230910,23004,4ª Região Baturité,1
CE,Nova Olinda,230920,23020,20ª Região Crato,1
CE,Nova Russas,230930,23015,15ª Região Crateús,1
CE,Novo Oriente,230940,23015,15ª Região Crateús,1
CE,Ocara,230945,23022,22ª Região Cascavel,1
CE,Orós,230950,23017,17ª Região Icó,1
CE,Pacajus,230960,23022,22ª Região Cascavel,1
CE,Pacatuba,230970,23003,3ª Região Maracanaú,2
CE,Pacoti,230980,23004,4ª Região Baturité,1
CE,Pacujá,230990,23011,11ª Região Sobral,1
CE,Palhano,231000,23009,9ª Região Russas,1
CE,Palmácia,231010,23003,3ª Região Maracanaú,2
CE,Paracuru,231020,23002,2ª Região Caucaia,1
CE,Paraipaba,231025,23002,2ª Região Caucaia,1
CE,Parambu,231030,23014,14ª Região Tauá,1
CE,Paramoti,231040,23005,5ª Região Canindé,1
CE,Pedra Branca,231050,23008,8ª Região Quixadá,1
CE,Penaforte,231060,23019,19ª Região Brejo Santo,1
CE,Pentecoste,231070,23002,2ª Região Caucaia,1
CE,Pereiro,231080,23010,10ª Região Limoeiro do Norte,1
CE,Pindoretama,231085,23022,22ª Região Cascavel,1
CE,Piquet Carneiro,231090,23018,18ª Região Iguatú,1
CE,Pires Ferreira,231095,23011,11ª Região Sobral,1
CE,Poranga,231100,23015,15ª Região Crateús,1
CE,Porteiras,231110,23019,19ª Região Brejo Santo,1
CE,Potengi,231120,23020,20ª Região Crato,1
CE,Potiretama,231123,23010,10ª Região Limoeiro do Norte,1
CE,Quiterianópolis,231126,23015,15ª Região Crateús,1
CE,Quixadá,231130,23008,8ª Região Quixadá,1
CE,Quixelô,231135,23018,18ª Região Iguatú,1
CE,Quixeramobim,231140,23008,8ª Região Quixadá,1
CE,Quixeré,231150,23010,10ª Região Limoeiro do Norte,1
CE,Redenção,231160,23003,3ª Região Maracanaú,2
CE,Reriutaba,231170,23011,11ª Região Sobral,1
CE,Russas,231180,23009,9ª Região Russas,1
CE,Saboeiro,231190,23018,18ª Região Iguatú,1
CE,Salitre,231195,23020,20ª Região Crato,1
CE,Santana do Acaraú,231200,23011,11ª Região Sobral,1
CE,Santana do Cariri,231210,23020,20ª Região Crato,1
CE,Santa Quitéria,231220,23011,11ª Região Sobral,1
CE,São Benedito,231230,23013,13ª Região Tianguá,1
CE,São Gonçalo do Amarante,231240,23002,2ª Região Caucaia,1
CE,São João do Jaguaribe,231250,23010,10ª Região Limoeiro do Norte,1
CE,São Luís do Curu,231260,23002,2ª Região Caucaia,1
CE,Senador Pompeu,231270,23008,8ª Região Quixadá,1
CE,Senador Sá,231280,23011,11ª Região Sobral,1
CE,Sobral,231290,23011,11ª Região Sobral,1
CE,Solonópole,231300,23008,8ª Região Quixadá,1
CE,Tabuleiro do Norte,231310,23010,10ª Região Limoeiro do Norte,1
CE,Tamboril,231320,23015,15ª Região Crateús,1
CE,Tarrafas,231325,23020,20ª Região Crato,1
CE,Tauá,231330,23014,14ª Região Tauá,1
CE,Tejuçuoca,231335,23002,2ª Região Caucaia,1
CE,Tianguá,231340,23013,13ª Região Tianguá,1
CE,Trairi,231350,23006,6ª Região Itapipoca,1
CE,Tururu,231355,23006,6ª Região Itapipoca,1
CE,Ubajara,231360,23013,13ª Região Tianguá,1
CE,Umari,231370,23017,17ª Região Icó,1
CE,Umirim,231375,23006,6ª Região Itapipoca,1
CE,Uruburetama,231380,23006,6ª Região Itapipoca,1
CE,Uruoca,231390,23011,11ª Região Sobral,1
CE,Varjota,231395,23011,11ª Região Sobral,1
CE,Várzea Alegre,231400,23020,20ª Região Crato,1
CE,Viçosa do Ceará,231410,23013,13ª Região Tianguá,1
DF,Brasília,530010,53001,Distrito Federal,5
DF,Código do IBGE para múnicípio ignorado no estado,530000,53001,Distrito Federal,5
ES,Afonso Cláudio,320010,32002,Metropolitana,5
ES,Água Doce do Norte,320016,32005,Central Norte,0
ES,Águia Branca,320013,32005,Central Norte,0
ES,Alegre,320020,32004,Sul,3
ES,Alfredo Chaves,320030,32004,Sul,3
ES,Alto Rio Novo,320035,32005,Central Norte,0
ES,Anchieta,320040,32004,Sul,3
ES,Apiacá,320050,32004,Sul,3
ES,Aracruz,320060,32002,Metropolitana,5
ES,Atilio Vivacqua,320070,32004,Sul,3
ES,Baixo Guandu,320080,32005,Central Norte,0
ES,Barra de São Francisco,320090,32005,Central Norte,0
ES,Boa Esperança,320100,32005,Central Norte,0
ES,Bom Jesus do Norte,320110,32004,Sul,3
ES,Brejetuba,320115,32002,Metropolitana,5
ES,Cachoeiro de Itapemirim,320120,32004,Sul,3
ES,Cariacica,320130,32002,Metropolitana,5
ES,Castelo,320140,32004,Sul,3
ES,Colatina,320150,32005,Central Norte,0
ES,Conceição da Barra,320160,32005,Central Norte,0
ES,Conceição do Castelo,320170,32002,Metropolitana,5
ES,Divino de São Lourenço,320180,32004,Sul,3
ES,Domingos Martins,320190,32002,Metropolitana,5
ES,Dores do Rio Preto,320200,32004,Sul,3
ES,Ecoporanga,320210,32005,Central Norte,0
ES,Fundão,320220,32002,Metropolitana,5
ES,Governador Lindenberg,320225,32005,Central Norte,0
ES,Guaçuí,320230,32004,Sul,3
ES,Guarapari,320240,32002,Metropolitana,5
ES,Ibatiba,320245,32002,Metropolitana,5
ES,Ibiraçu,320250,32002,Metropolitana,5
ES,Ibitirama,320255,32004,Sul,3
ES,Iconha,320260,32004,Sul,3
ES,Irupi,320265,32004,Sul,3
ES,Itaguaçu,320270,32002,Metropolitana,5
ES,Itapemirim,320280,32004,Sul,3
ES,Itarana,320290,32002,Metropolitana,5
ES,Iúna,320300,32004,Sul,3
ES,Jaguaré,320305,32005,Central Norte,0
ES,Jerônimo Monteiro,320310,32004,Sul,3
ES,João Neiva,320313,32002,Metropolitana,5
ES,Laranja da Terra,320316,32002,Metropolitana,5
ES,Linhares,320320,32005,Central Norte,0
ES,Mantenópolis,320330,32005,Central Norte,0
ES,Marataízes,320332,32004,Sul,3
ES,Marechal Floriano,320334,32002,Metropolitana,5
ES,Marilândia,320335,32005,Central Norte,0
ES,Mimoso do Sul,320340,32004,Sul,3
ES,Montanha,320350,32005,Central Norte,0
ES,Mucurici,320360,32005,Central Norte,0
ES,Muniz Freire,320370,32004,Sul,3
ES,Muqui,320380,32004,Sul,3
ES,Nova Venécia,320390,32005,Central Norte,0
ES,Pancas,320400,32005,Central Norte,0
ES,Pedro Canário,320405,32005,Central Norte,0
ES,Pinheiros,320410,32005,Central Norte,0
ES,Piúma,320420,32004,Sul,3
ES,Ponto Belo,320425,32005,Central Norte,0
ES,Presidente Kennedy,320430,32004,Sul,3
ES,Rio Bananal,320435,32005,Central Norte,0
ES,Rio Novo do Sul,320440,32004,Sul,3
ES,Santa Leopoldina,320450,32002,Metropolitana,5
ES,Santa Maria de Jetibá,320455,32002,Metropolitana,5
ES,Santa Teresa,320460,32002,Metropolitana,5
ES,São Domingos do Norte,320465,32005,Central Norte,0
ES,São Gabriel da Palha,320470,32005,Central Norte,0
ES,São José do Calçado,320480,32004,Sul,3
ES,São Mateus,320490,32005,Central Norte,0
ES,São Roque do Canaã,320495,32005,Central Norte,0
ES,Serra,320500,32002,Metropolitana,5
ES,Sooretama,320501,32005,Central Norte,0
ES,Vargem Alta,320503,32004,Sul,3
ES,Venda Nova do Imigrante,320506,32002,Metropolitana,5
ES,Viana,320510,32002,Metropolitana,5
ES,Vila Pavão,320515,32005,Central Norte,0
ES,Vila Valério,320517,32005,Central Norte,0
ES,Vila Velha,320520,32002,Metropolitana,5
ES,Vitória,320530,32002,Metropolitana,5
GO,Abadia de Goiás,520005,52001,Central,5
GO,Abadiânia,520010,52011,Pirineus,3
GO,Acreúna,520013,52015,Sudoeste I,3
GO,Adelândia,520015,52010,Oeste II,2
GO,Água Fria de Goiás,520017,52003,Entorno Norte,2
GO,Água Limpa,520020,52017,Sul,3
GO,Águas Lindas de Goiás,520025,52004,Entorno Sul,2
GO,Alexânia,520030,52011,Pirineus,3
GO,Aloândia,520050,52017,Sul,3
GO,Alto Horizonte,520055,52014,Serra da Mesa,2
GO,Alto Paraíso de Goiás,520060,52003,Entorno Norte,2
GO,Alvorada do Norte,520080,52007,Nordeste II,1
GO,Amaralina,520082,52014,Serra da Mesa,2
GO,Americano do Brasil,520085,52012,Rio Vermelho,2
GO,Amorinópolis,520090,52009,Oeste I,3
GO,Anápolis,520110,52011,Pirineus,3
GO,Anhanguera,520120,52005,Estrada de Ferro,4
GO,Anicuns,520130,52001,Central,5
GO,Aparecida de Goiânia,520140,52002,Centro Sul,3
GO,Aparecida do Rio Doce,520145,52015,Sudoeste I,3
GO,Aporé,520150,52016,Sudoeste II,3
GO,Araçu,520160,52001,Central,5
GO,Aragarças,520170,52009,Oeste I,3
GO,Aragoiânia,520180,52002,Centro Sul,3
GO,Araguapaz,520215,52012,Rio Vermelho,2
GO,Arenópolis,520235,52009,Oeste I,3
GO,Aruanã,520250,52012,Rio Vermelho,2
GO,Aurilândia,520260,52010,Oeste II,2
GO,Avelinópolis,520280,52001,Central,5
GO,Baliza,520310,52009,Oeste I,3
GO,Barro Alto,520320,52018,São Patrício II,2
GO,Bela Vista de Goiás,520330,52002,Centro Sul,3
GO,Bom Jardim de Goiás,520340,52009,Oeste I,3
GO,Bom Jesus de Goiás,520350,52017,Sul,3
GO,Bonfinópolis,520355,52002,Centro Sul,3
GO,Bonópolis,520357,52008,Norte,2
GO,Brazabrantes,520360,52001,Central,5
GO,Britânia,520380,52012,Rio Vermelho,2
GO,Buriti Alegre,520390,52017,Sul,3
GO,Buriti de Goiás,520393,52010,Oeste II,2
GO,Buritinópolis,520396,52007,Nordeste II,1
GO,Cabeceiras,520400,52003,Entorno Norte,2
GO,Cachoeira Alta,520410,52015,Sudoeste I,3
GO,Cachoeira de Goiás,520420,52010,Oeste II,2
GO,Cachoeira Dourada,520425,52017,Sul,3
GO,Caçu,520430,52015,Sudoeste I,3
GO,Caiapônia,520440,52016,Sudoeste II,3
GO,Caldas Novas,520450,52005,Estrada de Ferro,4
GO,Caldazinha,520455,52002,Centro Sul,3
GO,Campestre de Goiás,520460,52001,Central,5
GO,Campinaçu,520465,52008,Norte,2
GO,Campinorte,520470,52014,Serra da Mesa,2
GO,Campo Alegre de Goiás,520480,52005,Estrada de Ferro,4
GO,Campo Limpo de Goiás,520485,52011,Pirineus,3
GO,Campos Belos,520490,52006,Nordeste I,1
GO,Campos Verdes,520495,52013,São Patrício I,3
GO,Carmo do Rio Verde,520500,52013,São Patrício I,3
GO,Castelândia,520505,52015,Sudoeste I,3
GO,Catalão,520510,52005,Estrada de Ferro,4
GO,Caturaí,520520,52001,Central,5
GO,Cavalcante,520530,52006,Nordeste I,1
GO,Ceres,520540,52013,São Patrício I,3
GO,Cezarina,520545,52002,Centro Sul,3
GO,Chapadão do Céu,520547,52016,Sudoeste II,3
GO,Cidade Ocidental,520549,52004,Entorno Sul,2
GO,Cocalzinho de Goiás,520551,52011,Pirineus,3
GO,Colinas do Sul,520552,52014,Serra da Mesa,2
GO,Córrego do Ouro,520570,52010,Oeste II,2
GO,Corumbá de Goiás,520580,52011,Pirineus,3
GO,Corumbaíba,520590,52005,Estrada de Ferro,4
GO,Cristalina,520620,52004,Entorno Sul,2
GO,Cristianópolis,520630,52002,Centro Sul,3
GO,Crixás,520640,52013,São Patrício I,3
GO,Cromínia,520650,52002,Centro Sul,3
GO,Cumari,520660,52005,Estrada de Ferro,4
GO,Damianópolis,520670,52007,Nordeste II,1
GO,Damolândia,520680,52001,Central,5
GO,Davinópolis,520690,52005,Estrada de Ferro,4
GO,Diorama,520710,52009,Oeste I,3
GO,Divinópolis de Goiás,520830,52006,Nordeste I,1
GO,Doverlândia,520725,52016,Sudoeste II,3
GO,Edealina,520735,52002,Centro Sul,3
GO,Edéia,520740,52002,Centro Sul,3
GO,Estrela do Norte,520750,52008,Norte,2
GO,Faina,520753,52012,Rio Vermelho,2
GO,Fazenda Nova,520760,52009,Oeste I,3
GO,Firminópolis,520780,52010,Oeste II,2
GO,Flores de Goiás,520790,52003,Entorno Norte,2
GO,Formosa,520800,52003,Entorno Norte,2
GO,Formoso,520810,52008,Norte,2
GO,Gameleira de Goiás,520815,52011,Pirineus,3
GO,Goianápolis,520840,52011,Pirineus,3
GO,Goiandira,520850,52005,Estrada de Ferro,4
GO,Goianésia,520860,52018,São Patrício II,2
GO,Goiânia,520870,52001,Central,5
GO,Goianira,520880,52001,Central,5
GO,Goiás,520890,52012,Rio Vermelho,2
GO,Goiatuba,520910,52017,Sul,3
GO,Gouvelândia,520915,52017,Sul,3
GO,Guapó,520920,52001,Central,5
GO,Guaraíta,520929,52012,Rio Vermelho,2
GO,Guarani de Goiás,520940,52007,Nordeste II,1
GO,Guarinos,520945,52013,São Patrício I,3
