,Arquivo,UF,Ano,Mês,Parto,Linhas,Colunas
3023,CE_2009_01_nat_5609_198.jay,CE,2009,1,nat,5609,198
3015,CE_2009_02_cir_2454_198.jay,CE,2009,2,cir,2454,198
3014,CE_2009_02_nat_4859_198.jay,CE,2009,2,nat,4859,198
3020,CE_2009_03_cir_3240_198.jay,CE,2009,3,cir,3240,198
3021,CE_2009_03_nat_6712_198.jay,CE,2009,3,nat,6712,198
3011,CE_2009_04_cir_2836_198.jay,CE,2009,4,cir,2836,198
3010,CE_2009_04_nat_5843_198.jay,CE,2009,4,nat,5843,198
3025,CE_2009_05_cir_2920_198.jay,CE,2009,5,cir,2920,198
3024,CE_2009_05_nat_5750_198.jay,CE,2009,5,nat,5750,198
3013,CE_2009_06_cir_2691_198.jay,CE,2009,6,cir,2691,198
3012,CE_2009_06_nat_5646_198.jay,CE,2009,6,nat,5646,198
3009,CE_2009_07_cir_2754_198.jay,CE,2009,7,cir,2754,198
3008,CE_2009_07_nat_5388_198.jay,CE,2009,7,nat,5388,198
3018,CE_2009_08_cir_2743_198.jay,CE,2009,8,cir,2743,198
3019,CE_2009_08_nat_5313_198.jay,CE,2009,8,nat,5313,198
3005,CE_2009_09_cir_2786_198.jay,CE,2009,9,cir,2786,198
3004,CE_2009_09_nat_5476_198.jay,CE,2009,9,nat,5476,198
3006,CE_2009_10_cir_2810_198.jay,CE,2009,10,cir,2810,198
3007,CE_2009_10_nat_5331_198.jay,CE,2009,10,nat,5331,198
3027,CE_2009_11_cir_2745_198.jay,CE,2009,11,cir,2745,198
3026,CE_2009_11_nat_5216_198.jay,CE,2009,11,nat,5216,198
3016,CE_2009_12_cir_2814_198.jay,CE,2009,12,cir,2814,198
3017,CE_2009_12_nat_5201_198.jay,CE,2009,12,nat,5201,198
3156,CE_2010_01_cir_2855_198.jay,CE,2010,1,cir,2855,198
3157,CE_2010_01_nat_5403_198.jay,CE,2010,1,nat,5403,198
3149,CE_2010_02_cir_2839_198.jay,CE,2010,2,cir,2839,198
3148,CE_2010_02_nat_5187_198.jay,CE,2010,2,nat,5187,198
3154,CE_2010_03_cir_3000_198.jay,CE,2010,3,cir,3000,198
3155,CE_2010_03_nat_5274_198.jay,CE,2010,3,nat,5274,198
3145,CE_2010_04_cir_3133_198.jay,CE,2010,4,cir,3133,198
3144,CE_2010_04_nat_5249_198.jay,CE,2010,4,nat,5249,198
3159,CE_2010_05_cir_2949_198.jay,CE,2010,5,cir,2949,198
3158,CE_2010_05_nat_5227_198.jay,CE,2010,5,nat,5227,198
3147,CE_2010_06_cir_3182_198.jay,CE,2010,6,cir,3182,198
3146,CE_2010_06_nat_5173_198.jay,CE,2010,6,nat,5173,198
3143,CE_2010_07_cir_3209_198.jay,CE,2010,7,cir,3209,198
3142,CE_2010_07_nat_5356_198.jay,CE,2010,7,nat,5356,198
3152,CE_2010_08_cir_3322_198.jay,CE,2010,8,cir,3322,198
3153,CE_2010_08_nat_5049_198.jay,CE,2010,8,nat,5049,198
3139,CE_2010_09_cir_3083_198.jay,CE,2010,9,cir,3083,198
3138,CE_2010_09_nat_5010_198.jay,CE,2010,9,nat,5010,198
3141,CE_2010_10_cir_3108_198.jay,CE,2010,10,cir,3108,198
3140,CE_2010_10_nat_4757_198.jay,CE,2010,10,nat,4757,198
3160,CE_2010_11_cir_2753_198.jay,CE,2010,11,cir,2753,198
3161,CE_2010_11_nat_4648_198.jay,CE,2010,11,nat,4648,198
3151,CE_2010_12_cir_2644_198.jay,CE,2010,12,cir,2644,198
3150,CE_2010_12_nat_4215_198.jay,CE,2010,12,nat,4215,198
3070,CE_2011_01_cir_2777_207.jay,CE,2011,1,cir,2777,207
3071,CE_2011_01_nat_4310_207.jay,CE,2011,1,nat,4310,207
3062,CE_2011_02_cir_2645_207.jay,CE,2011,2,cir,2645,207
3063,CE_2011_02_nat_4319_207.jay,CE,2011,2,nat,4319,207
3069,CE_2011_03_cir_2774_207.jay,CE,2011,3,cir,2774,207
3068,CE_2011_03_nat_4520_207.jay,CE,2011,3,nat,4520,207
3059,CE_2011_04_cir_3050_207.jay,CE,2011,4,cir,3050,207
3058,CE_2011_04_nat_4753_207.jay,CE,2011,4,nat,4753,207
3072,CE_2011_05_cir_2598_207.jay,CE,2011,5,cir,2598,207
3073,CE_2011_05_nat_4346_207.jay,CE,2011,5,nat,4346,207
3060,CE_2011_06_cir_2984_207.jay,CE,2011,6,cir,2984,207
3061,CE_2011_06_nat_4672_207.jay,CE,2011,6,nat,4672,207
3057,CE_2011_07_cir_3452_207.jay,CE,2011,7,cir,3452,207
3056,CE_2011_07_nat_4709_207.jay,CE,2011,7,nat,4709,207
3067,CE_2011_08_cir_3073_207.jay,CE,2011,8,cir,3073,207
3066,CE_2011_08_nat_4448_207.jay,CE,2011,8,nat,4448,207
3053,CE_2011_09_cir_3472_207.jay,CE,2011,9,cir,3472,207
3052,CE_2011_09_nat_4541_207.jay,CE,2011,9,nat,4541,207
3054,CE_2011_10_cir_2946_207.jay,CE,2011,10,cir,2946,207
3055,CE_2011_10_nat_4462_207.jay,CE,2011,10,nat,4462,207
3075,CE_2011_11_cir_3182_207.jay,CE,2011,11,cir,3182,207
3074,CE_2011_11_nat_4292_207.jay,CE,2011,11,nat,4292,207
3065,CE_2011_12_cir_3238_207.jay,CE,2011,12,cir,3238,207
3064,CE_2011_12_nat_4332_207.jay,CE,2011,12,nat,4332,207
3253,CE_2012_01_cir_3015_207.jay,CE,2012,1,cir,3015,207
3252,CE_2012_01_nat_4375_207.jay,CE,2012,1,nat,4375,207
3245,CE_2012_02_cir_2948_207.jay,CE,2012,2,cir,2948,207
3244,CE_2012_02_nat_4077_207.jay,CE,2012,2,nat,4077,207
3251,CE_2012_03_cir_3197_207.jay,CE,2012,3,cir,3197,207
3250,CE_2012_03_nat_4106_207.jay,CE,2012,3,nat,4106,207
3240,CE_2012_04_cir_3693_207.jay,CE,2012,4,cir,3693,207
3241,CE_2012_04_nat_4217_207.jay,CE,2012,4,nat,4217,207
3255,CE_2012_05_cir_3250_207.jay,CE,2012,5,cir,3250,207
3254,CE_2012_05_nat_4230_207.jay,CE,2012,5,nat,4230,207
3243,CE_2012_06_cir_3122_207.jay,CE,2012,6,cir,3122,207
3242,CE_2012_06_nat_3991_207.jay,CE,2012,6,nat,3991,207
3239,CE_2012_07_cir_3322_207.jay,CE,2012,7,cir,3322,207
3238,CE_2012_07_nat_3903_207.jay,CE,2012,7,nat,3903,207
3248,CE_2012_08_cir_3264_207.jay,CE,2012,8,cir,3264,207
3249,CE_2012_08_nat_3864_207.jay,CE,2012,8,nat,3864,207
3234,CE_2012_09_cir_3143_207.jay,CE,2012,9,cir,3143,207
3235,CE_2012_09_nat_3748_207.jay,CE,2012,9,nat,3748,207
3237,CE_2012_10_cir_3086_207.jay,CE,2012,10,cir,3086,207
3236,CE_2012_10_nat_3916_207.jay,CE,2012,10,nat,3916,207
3257,CE_2012_11_cir_3037_207.jay,CE,2012,11,cir,3037,207
3256,CE_2012_11_nat_4001_207.jay,CE,2012,11,nat,4001,207
3247,CE_2012_12_cir_2929_207.jay,CE,2012,12,cir,2929,207
3246,CE_2012_12_nat_3767_207.jay,CE,2012,12,nat,3767,207
2951,CE_2013_01_cir_2978_210.jay,CE,2013,1,cir,2978,210
2950,CE_2013_01_nat_3855_210.jay,CE,2013,1,nat,3855,210
2942,CE_2013_02_cir_2883_210.jay,CE,2013,2,cir,2883,210
2943,CE_2013_02_nat_3519_210.jay,CE,2013,2,nat,3519,210
2949,CE_2013_03_cir_3093_210.jay,CE,2013,3,cir,3093,210
2948,CE_2013_03_nat_3712_210.jay,CE,2013,3,nat,3712,210
2938,CE_2013_04_cir_3569_210.jay,CE,2013,4,cir,3569,210
2939,CE_2013_04_nat_4122_210.jay,CE,2013,4,nat,4122,210
2953,CE_2013_05_cir_3554_210.jay,CE,2013,5,cir,3554,210
2952,CE_2013_05_nat_4178_210.jay,CE,2013,5,nat,4178,210
2941,CE_2013_06_cir_3315_210.jay,CE,2013,6,cir,3315,210
2940,CE_2013_06_nat_3991_210.jay,CE,2013,6,nat,3991,210
2936,CE_2013_07_cir_3442_210.jay,CE,2013,7,cir,3442,210
2937,CE_2013_07_nat_4165_210.jay,CE,2013,7,nat,4165,210
2946,CE_2013_08_cir_3528_210.jay,CE,2013,8,cir,3528,210
2947,CE_2013_08_nat_4137_210.jay,CE,2013,8,nat,4137,210
2933,CE_2013_09_cir_3516_210.jay,CE,2013,9,cir,3516,210
2932,CE_2013_09_nat_4170_210.jay,CE,2013,9,nat,4170,210
2935,CE_2013_10_cir_3460_210.jay,CE,2013,10,cir,3460,210
2934,CE_2013_10_nat_4195_210.jay,CE,2013,10,nat,4195,210
2955,CE_2013_11_cir_3114_210.jay,CE,2013,11,cir,3114,210
2954,CE_2013_11_nat_3610_210.jay,CE,2013,11,nat,3610,210
2945,CE_2013_12_cir_3385_210.jay,CE,2013,12,cir,3385,210
2944,CE_2013_12_nat_3621_210.jay,CE,2013,12,nat,3621,210
3228,CE_2014_01_cir_2987_237.jay,CE,2014,1,cir,2987,237
3229,CE_2014_01_nat_3485_237.jay,CE,2014,1,nat,3485,237
3221,CE_2014_02_cir_3397_237.jay,CE,2014,2,cir,3397,237
3220,CE_2014_02_nat_3379_237.jay,CE,2014,2,nat,3379,237
3226,CE_2014_03_cir_3503_237.jay,CE,2014,3,cir,3503,237
3227,CE_2014_03_nat_3944_237.jay,CE,2014,3,nat,3944,237
3217,CE_2014_04_cir_3530_237.jay,CE,2014,4,cir,3530,237
3216,CE_2014_04_nat_3976_237.jay,CE,2014,4,nat,3976,237
3231,CE_2014_05_cir_3647_237.jay,CE,2014,5,cir,3647,237
3230,CE_2014_05_nat_4196_237.jay,CE,2014,5,nat,4196,237
3218,CE_2014_06_cir_3426_237.jay,CE,2014,6,cir,3426,237
3219,CE_2014_06_nat_3964_237.jay,CE,2014,6,nat,3964,237
3214,CE_2014_07_cir_3797_237.jay,CE,2014,7,cir,3797,237
3215,CE_2014_07_nat_4258_237.jay,CE,2014,7,nat,4258,237
3225,CE_2014_08_cir_3692_237.jay,CE,2014,8,cir,3692,237
3224,CE_2014_08_nat_4105_237.jay,CE,2014,8,nat,4105,237
3211,CE_2014_09_cir_3832_237.jay,CE,2014,9,cir,3832,237
3210,CE_2014_09_nat_4148_237.jay,CE,2014,9,nat,4148,237
3212,CE_2014_10_cir_3590_237.jay,CE,2014,10,cir,3590,237
3213,CE_2014_10_nat_4174_237.jay,CE,2014,10,nat,4174,237
3233,CE_2014_11_cir_3740_237.jay,CE,2014,11,cir,3740,237
3232,CE_2014_11_nat_4009_237.jay,CE,2014,11,nat,4009,237
3223,CE_2014_12_cir_3598_237.jay,CE,2014,12,cir,3598,237
3222,CE_2014_12_nat_4051_237.jay,CE,2014,12,nat,4051,237
3047,CE_2015_01_cir_3489_237.jay,CE,2015,1,cir,3489,237
3046,CE_2015_01_nat_4122_237.jay,CE,2015,1,nat,4122,237
3038,CE_2015_02_cir_3361_237.jay,CE,2015,2,cir,3361,237
3039,CE_2015_02_nat_3757_237.jay,CE,2015,2,nat,3757,237
3044,CE_2015_03_cir_3544_237.jay,CE,2015,3,cir,3544,237
3045,CE_2015_03_nat_4268_237.jay,CE,2015,3,nat,4268,237
3034,CE_2015_04_cir_3584_237.jay,CE,2015,4,cir,3584,237
3035,CE_2015_04_nat_4289_237.jay,CE,2015,4,nat,4289,237
3049,CE_2015_05_cir_3949_237.jay,CE,2015,5,cir,3949,237
3048,CE_2015_05_nat_4450_237.jay,CE,2015,5,nat,4450,237
3036,CE_2015_06_cir_3692_237.jay,CE,2015,6,cir,3692,237
3037,CE_2015_06_nat_4201_237.jay,CE,2015,6,nat,4201,237
3032,CE_2015_07_cir_3603_237.jay,CE,2015,7,cir,3603,237
3033,CE_2015_07_nat_4206_237.jay,CE,2015,7,nat,4206,237
3042,CE_2015_08_cir_3724_237.jay,CE,2015,8,cir,3724,237
3043,CE_2015_08_nat_4325_237.jay,CE,2015,8,nat,4325,237
3028,CE_2015_09_cir_3850_237.jay,CE,2015,9,cir,3850,237
3029,CE_2015_09_nat_4331_237.jay,CE,2015,9,nat,4331,237
3030,CE_2015_10_cir_3872_237.jay,CE,2015,10,cir,3872,237
3031,CE_2015_10_nat_4159_237.jay,CE,2015,10,nat,4159,237
3051,CE_2015_11_cir_3768_237.jay,CE,2015,11,cir,3768,237
3050,CE_2015_11_nat_4111_237.jay,CE,2015,11,nat,4111,237
3041,CE_2015_12_cir_3609_237.jay,CE,2015,12,cir,3609,237
3040,CE_2015_12_nat_3842_237.jay,CE,2015,12,nat,3842,237
2999,CE_2016_01_cir_3503_237.jay,CE,2016,1,cir,3503,237
2998,CE_2016_01_nat_3674_237.jay,CE,2016,1,nat,3674,237
2991,CE_2016_02_cir_3576_237.jay,CE,2016,2,cir,3576,237
2990,CE_2016_02_nat_3223_237.jay,CE,2016,2,nat,3223,237
2997,CE_2016_03_cir_3634_237.jay,CE,2016,3,cir,3634,237
2996,CE_2016_03_nat_3589_237.jay,CE,2016,3,nat,3589,237
2987,CE_2016_04_cir_3591_237.jay,CE,2016,4,cir,3591,237
2986,CE_2016_04_nat_3741_237.jay,CE,2016,4,nat,3741,237
3000,CE_2016_05_cir_3947_237.jay,CE,2016,5,cir,3947,237
3001,CE_2016_05_nat_3927_237.jay,CE,2016,5,nat,3927,237
2989,CE_2016_06_cir_3828_237.jay,CE,2016,6,cir,3828,237
2988,CE_2016_06_nat_3666_237.jay,CE,2016,6,nat,3666,237
2985,CE_2016_07_cir_3771_237.jay,CE,2016,7,cir,3771,237
2984,CE_2016_07_nat_3421_237.jay,CE,2016,7,nat,3421,237
2995,CE_2016_08_cir_3580_237.jay,CE,2016,8,cir,3580,237
2994,CE_2016_08_nat_3282_237.jay,CE,2016,8,nat,3282,237
2980,CE_2016_09_cir_3535_237.jay,CE,2016,9,cir,3535,237
2981,CE_2016_09_nat_3201_237.jay,CE,2016,9,nat,3201,237
2982,CE_2016_10_cir_3539_237.jay,CE,2016,10,cir,3539,237
2983,CE_2016_10_nat_3196_237.jay,CE,2016,10,nat,3196,237
3003,CE_2016_11_cir_3314_237.jay,CE,2016,11,cir,3314,237
3002,CE_2016_11_nat_2986_237.jay,CE,2016,11,nat,2986,237
2992,CE_2016_12_cir_3244_237.jay,CE,2016,12,cir,3244,237
2993,CE_2016_12_nat_2934_237.jay,CE,2016,12,nat,2934,237
3204,CE_2017_01_cir_3148_237.jay,CE,2017,1,cir,3148,237
3205,CE_2017_01_nat_2930_237.jay,CE,2017,1,nat,2930,237
3196,CE_2017_02_cir_3169_237.jay,CE,2017,2,cir,3169,237
3197,CE_2017_02_nat_2831_237.jay,CE,2017,2,nat,2831,237
3203,CE_2017_03_cir_3209_237.jay,CE,2017,3,cir,3209,237
3202,CE_2017_03_nat_3108_237.jay,CE,2017,3,nat,3108,237
3193,CE_2017_04_cir_3078_237.jay,CE,2017,4,cir,3078,237
3192,CE_2017_04_nat_3266_237.jay,CE,2017,4,nat,3266,237
3206,CE_2017_05_cir_3506_237.jay,CE,2017,5,cir,3506,237
3207,CE_2017_05_nat_3567_237.jay,CE,2017,5,nat,3567,237
3195,CE_2017_06_cir_3393_237.jay,CE,2017,6,cir,3393,237
3194,CE_2017_06_nat_3428_237.jay,CE,2017,6,nat,3428,237
3191,CE_2017_07_cir_3425_237.jay,CE,2017,7,cir,3425,237
3190,CE_2017_07_nat_3450_237.jay,CE,2017,7,nat,3450,237
3200,CE_2017_08_cir_3511_237.jay,CE,2017,8,cir,3511,237
3201,CE_2017_08_nat_3489_237.jay,CE,2017,8,nat,3489,237
3186,CE_2017_09_cir_3685_237.jay,CE,2017,9,cir,3685,237
3187,CE_2017_09_nat_3362_237.jay,CE,2017,9,nat,3362,237
3189,CE_2017_10_cir_3504_237.jay,CE,2017,10,cir,3504,237
3188,CE_2017_10_nat_3202_237.jay,CE,2017,10,nat,3202,237
3208,CE_2017_11_cir_3349_237.jay,CE,2017,11,cir,3349,237
3209,CE_2017_11_nat_3156_237.jay,CE,2017,11,nat,3156,237
3198,CE_2017_12_cir_3437_237.jay,CE,2017,12,cir,3437,237
3199,CE_2017_12_nat_2925_237.jay,CE,2017,12,nat,2925,237
3118,CE_2018_01_cir_3513_237.jay,CE,2018,1,cir,3513,237
3119,CE_2018_01_nat_3178_237.jay,CE,2018,1,nat,3178,237
3110,CE_2018_02_cir_3135_237.jay,CE,2018,2,cir,3135,237
3111,CE_2018_02_nat_3122_237.jay,CE,2018,2,nat,3122,237
3116,CE_2018_03_cir_3543_237.jay,CE,2018,3,cir,3543,237
3117,CE_2018_03_nat_3267_237.jay,CE,2018,3,nat,3267,237
3107,CE_2018_04_cir_3352_237.jay,CE,2018,4,cir,3352,237
3106,CE_2018_04_nat_3383_237.jay,CE,2018,4,nat,3383,237
3120,CE_2018_05_cir_3579_237.jay,CE,2018,5,cir,3579,237
3121,CE_2018_05_nat_3365_237.jay,CE,2018,5,nat,3365,237
3109,CE_2018_06_cir_3427_237.jay,CE,2018,6,cir,3427,237
3108,CE_2018_06_nat_3156_237.jay,CE,2018,6,nat,3156,237
3105,CE_2018_07_cir_3734_237.jay,CE,2018,7,cir,3734,237
3104,CE_2018_07_nat_3372_237.jay,CE,2018,7,nat,3372,237
3114,CE_2018_08_cir_3676_237.jay,CE,2018,8,cir,3676,237
3115,CE_2018_08_nat_3084_237.jay,CE,2018,8,nat,3084,237
3101,CE_2018_09_cir_3372_237.jay,CE,2018,9,cir,3372,237
3100,CE_2018_09_nat_2977_237.jay,CE,2018,9,nat,2977,237
3103,CE_2018_10_cir_3474_237.jay,CE,2018,10,cir,3474,237
3102,CE_2018_10_nat_3097_237.jay,CE,2018,10,nat,3097,237
3123,CE_2018_11_cir_3430_237.jay,CE,2018,11,cir,3430,237
3122,CE_2018_11_nat_2915_237.jay,CE,2018,11,nat,2915,237
3113,CE_2018_12_cir_3477_237.jay,CE,2018,12,cir,3477,237
3112,CE_2018_12_nat_2994_237.jay,CE,2018,12,nat,2994,237
3095,CE_2019_01_cir_3775_237.jay,CE,2019,1,cir,3775,237
3094,CE_2019_01_nat_3594_237.jay,CE,2019,1,nat,3594,237
3086,CE_2019_02_cir_3376_237.jay,CE,2019,2,cir,3376,237
3087,CE_2019_02_nat_2812_237.jay,CE,2019,2,nat,2812,237
3093,CE_2019_03_cir_3797_237.jay,CE,2019,3,cir,3797,237
3092,CE_2019_03_nat_3220_237.jay,CE,2019,3,nat,3220,237
3082,CE_2019_04_cir_3462_237.jay,CE,2019,4,cir,3462,237
3083,CE_2019_04_nat_3285_237.jay,CE,2019,4,nat,3285,237
3097,CE_2019_05_cir_3947_237.jay,CE,2019,5,cir,3947,237
3096,CE_2019_05_nat_3128_237.jay,CE,2019,5,nat,3128,237
3084,CE_2019_06_cir_3854_237.jay,CE,2019,6,cir,3854,237
3085,CE_2019_06_nat_3186_237.jay,CE,2019,6,nat,3186,237
3080,CE_2019_07_cir_3820_237.jay,CE,2019,7,cir,3820,237
3081,CE_2019_07_nat_3347_237.jay,CE,2019,7,nat,3347,237
3091,CE_2019_08_cir_3561_237.jay,CE,2019,8,cir,3561,237
3090,CE_2019_08_nat_3010_237.jay,CE,2019,8,nat,3010,237
3077,CE_2019_09_cir_3382_237.jay,CE,2019,9,cir,3382,237
3076,CE_2019_09_nat_2811_237.jay,CE,2019,9,nat,2811,237
3079,CE_2019_10_cir_3300_237.jay,CE,2019,10,cir,3300,237
3078,CE_2019_10_nat_2822_237.jay,CE,2019,10,nat,2822,237
3098,CE_2019_11_cir_3525_237.jay,CE,2019,11,cir,3525,237
3099,CE_2019_11_nat_2782_237.jay,CE,2019,11,nat,2782,237
3088,CE_2019_12_cir_3283_237.jay,CE,2019,12,cir,3283,237
3089,CE_2019_12_nat_2729_237.jay,CE,2019,12,nat,2729,237
3181,CE_2020_01_cir_3318_221.jay,CE,2020,1,cir,3318,221
3180,CE_2020_01_nat_2890_221.jay,CE,2020,1,nat,2890,221
3173,CE_2020_02_cir_3095_221.jay,CE,2020,2,cir,3095,221
3172,CE_2020_02_nat_2536_221.jay,CE,2020,2,nat,2536,221
3178,CE_2020_03_cir_3077_221.jay,CE,2020,3,cir,3077,221
3179,CE_2020_03_nat_2718_221.jay,CE,2020,3,nat,2718,221
3168,CE_2020_04_cir_3641_221.jay,CE,2020,4,cir,3641,221
3169,CE_2020_04_nat_2910_221.jay,CE,2020,4,nat,2910,221
3183,CE_2020_05_cir_3642_221.jay,CE,2020,5,cir,3642,221
3182,CE_2020_05_nat_3022_221.jay,CE,2020,5,nat,3022,221
3171,CE_2020_06_cir_3602_221.jay,CE,2020,6,cir,3602,221
3170,CE_2020_06_nat_2762_221.jay,CE,2020,6,nat,2762,221
3166,CE_2020_07_cir_3612_221.jay,CE,2020,7,cir,3612,221
3167,CE_2020_07_nat_2551_221.jay,CE,2020,7,nat,2551,221
3176,CE_2020_08_cir_3203_221.jay,CE,2020,8,cir,3203,221
3177,CE_2020_08_nat_2447_221.jay,CE,2020,8,nat,2447,221
3162,CE_2020_09_cir_3056_221.jay,CE,2020,9,cir,3056,221
3163,CE_2020_09_nat_2326_221.jay,CE,2020,9,nat,2326,221
3164,CE_2020_10_cir_3405_221.jay,CE,2020,10,cir,3405,221
3165,CE_2020_10_nat_2239_221.jay,CE,2020,10,nat,2239,221
3184,CE_2020_11_cir_3192_221.jay,CE,2020,11,cir,3192,221
3185,CE_2020_11_nat_2261_221.jay,CE,2020,11,nat,2261,221
3175,CE_2020_12_cir_3048_221.jay,CE,2020,12,cir,3048,221
3174,CE_2020_12_nat_2164_221.jay,CE,2020,12,nat,2164,221
3135,CE_2021_01_cir_3046_221.jay,CE,2021,1,cir,3046,221
3134,CE_2021_01_nat_2435_221.jay,CE,2021,1,nat,2435,221
3130,CE_2021_02_cir_3306_221.jay,CE,2021,2,cir,3306,221
3131,CE_2021_02_nat_2485_221.jay,CE,2021,2,nat,2485,221
3133,CE_2021_03_cir_3582_221.jay,CE,2021,3,cir,3582,221
3132,CE_2021_03_nat_2472_221.jay,CE,2021,3,nat,2472,221
3126,CE_2021_04_cir_3712_221.jay,CE,2021,4,cir,3712,221
3127,CE_2021_04_nat_2535_221.jay,CE,2021,4,nat,2535,221
3136,CE_2021_05_cir_3586_221.jay,CE,2021,5,cir,3586,221
3137,CE_2021_05_nat_2663_221.jay,CE,2021,5,nat,2663,221
3128,CE_2021_06_cir_3655_221.jay,CE,2021,6,cir,3655,221
3129,CE_2021_06_nat_2511_221.jay,CE,2021,6,nat,2511,221
3124,CE_2021_07_cir_2762_221.jay,CE,2021,7,cir,2762,221
3125,CE_2021_07_nat_1987_221.jay,CE,2021,7,nat,1987,221
1345,DF_2008_01_cir_326_198.jay,DF,2008,1,cir,326,198
1344,DF_2008_01_nat_1006_198.jay,DF,2008,1,nat,1006,198
1336,DF_2008_02_cir_641_198.jay,DF,2008,2,cir,641,198
1337,DF_2008_02_nat_1873_198.jay,DF,2008,2,nat,1873,198
1343,DF_2008_03_cir_930_198.jay,DF,2008,3,cir,930,198
1342,DF_2008_03_nat_2262_198.jay,DF,2008,3,nat,2262,198
1333,DF_2008_04_cir_1092_198.jay,DF,2008,4,cir,1092,198
1332,DF_2008_04_nat_1630_198.jay,DF,2008,4,nat,1630,198
1347,DF_2008_05_cir_1207_198.jay,DF,2008,5,cir,1207,198
1346,DF_2008_05_nat_1924_198.jay,DF,2008,5,nat,1924,198
1335,DF_2008_06_cir_958_198.jay,DF,2008,6,cir,958,198
1334,DF_2008_06_nat_2655_198.jay,DF,2008,6,nat,2655,198
1331,DF_2008_07_cir_1310_198.jay,DF,2008,7,cir,1310,198
1330,DF_2008_07_nat_2235_198.jay,DF,2008,7,nat,2235,198
1340,DF_2008_08_cir_1192_198.jay,DF,2008,8,cir,1192,198
1341,DF_2008_08_nat_2662_198.jay,DF,2008,8,nat,2662,198
1327,DF_2008_09_cir_902_198.jay,DF,2008,9,cir,902,198
1326,DF_2008_09_nat_2088_198.jay,DF,2008,9,nat,2088,198
1328,DF_2008_10_cir_1050_198.jay,DF,2008,10,cir,1050,198
1329,DF_2008_10_nat_1979_198.jay,DF,2008,10,nat,1979,198
1349,DF_2008_11_cir_584_198.jay,DF,2008,11,cir,584,198
1348,DF_2008_11_nat_1567_198.jay,DF,2008,11,nat,1567,198
1338,DF_2008_12_cir_1115_198.jay,DF,2008,12,cir,1115,198
1339,DF_2008_12_nat_2628_198.jay,DF,2008,12,nat,2628,198
1393,DF_2009_01_cir_1056_198.jay,DF,2009,1,cir,1056,198
1392,DF_2009_01_nat_1859_198.jay,DF,2009,1,nat,1859,198
1385,DF_2009_02_cir_569_198.jay,DF,2009,2,cir,569,198
1384,DF_2009_02_nat_1609_198.jay,DF,2009,2,nat,1609,198
1390,DF_2009_03_cir_704_198.jay,DF,2009,3,cir,704,198
1391,DF_2009_03_nat_2098_198.jay,DF,2009,3,nat,2098,198
1381,DF_2009_04_cir_782_198.jay,DF,2009,4,cir,782,198
1380,DF_2009_04_nat_1988_198.jay,DF,2009,4,nat,1988,198
1395,DF_2009_05_cir_1344_198.jay,DF,2009,5,cir,1344,198
1394,DF_2009_05_nat_2715_198.jay,DF,2009,5,nat,2715,198
1383,DF_2009_06_cir_786_198.jay,DF,2009,6,cir,786,198
1382,DF_2009_06_nat_2379_198.jay,DF,2009,6,nat,2379,198
1378,DF_2009_07_cir_1007_198.jay,DF,2009,7,cir,1007,198
1379,DF_2009_07_nat_1953_198.jay,DF,2009,7,nat,1953,198
1389,DF_2009_08_cir_1000_198.jay,DF,2009,8,cir,1000,198
1388,DF_2009_08_nat_2026_198.jay,DF,2009,8,nat,2026,198
1374,DF_2009_09_cir_1000_198.jay,DF,2009,9,cir,1000,198
1375,DF_2009_09_nat_2272_198.jay,DF,2009,9,nat,2272,198
1377,DF_2009_10_cir_952_198.jay,DF,2009,10,cir,952,198
1376,DF_2009_10_nat_2033_198.jay,DF,2009,10,nat,2033,198
1396,DF_2009_11_cir_792_198.jay,DF,2009,11,cir,792,198
1397,DF_2009_11_nat_1922_198.jay,DF,2009,11,nat,1922,198
1386,DF_2009_12_cir_817_198.jay,DF,2009,12,cir,817,198
1387,DF_2009_12_nat_1997_198.jay,DF,2009,12,nat,1997,198
1527,DF_2010_01_cir_922_198.jay,DF,2010,1,cir,922,198
1526,DF_2010_01_nat_1918_198.jay,DF,2010,1,nat,1918,198
1519,DF_2010_02_cir_761_198.jay,DF,2010,2,cir,761,198
1518,DF_2010_02_nat_1733_198.jay,DF,2010,2,nat,1733,198
1524,DF_2010_03_cir_1048_198.jay,DF,2010,3,cir,1048,198
1525,DF_2010_03_nat_2359_198.jay,DF,2010,3,nat,2359,198
1515,DF_2010_04_cir_874_198.jay,DF,2010,4,cir,874,198
1514,DF_2010_04_nat_2083_198.jay,DF,2010,4,nat,2083,198
1529,DF_2010_05_cir_1018_198.jay,DF,2010,5,cir,1018,198
1528,DF_2010_05_nat_2062_198.jay,DF,2010,5,nat,2062,198
1516,DF_2010_06_cir_902_198.jay,DF,2010,6,cir,902,198
1517,DF_2010_06_nat_1895_198.jay,DF,2010,6,nat,1895,198
1512,DF_2010_07_cir_1161_198.jay,DF,2010,7,cir,1161,198
1513,DF_2010_07_nat_2460_198.jay,DF,2010,7,nat,2460,198
1523,DF_2010_08_cir_1084_198.jay,DF,2010,8,cir,1084,198
1522,DF_2010_08_nat_2027_198.jay,DF,2010,8,nat,2027,198
1508,DF_2010_09_cir_1042_198.jay,DF,2010,9,cir,1042,198
1509,DF_2010_09_nat_1895_198.jay,DF,2010,9,nat,1895,198
1511,DF_2010_10_cir_953_198.jay,DF,2010,10,cir,953,198
