,Arquivo,UF,Ano,Mês,Parto,Linhas,Colunas
788,PB_2011_01_nat_1946_207.jay,PB,2011,1,nat,1946,207
780,PB_2011_02_cir_1256_207.jay,PB,2011,2,cir,1256,207
781,PB_2011_02_nat_2039_207.jay,PB,2011,2,nat,2039,207
787,PB_2011_03_cir_1551_207.jay,PB,2011,3,cir,1551,207
786,PB_2011_03_nat_2212_207.jay,PB,2011,3,nat,2212,207
777,PB_2011_04_cir_1447_207.jay,PB,2011,4,cir,1447,207
776,PB_2011_04_nat_2187_207.jay,PB,2011,4,nat,2187,207
791,PB_2011_05_cir_1284_207.jay,PB,2011,5,cir,1284,207
790,PB_2011_05_nat_2118_207.jay,PB,2011,5,nat,2118,207
779,PB_2011_06_cir_1269_207.jay,PB,2011,6,cir,1269,207
778,PB_2011_06_nat_1997_207.jay,PB,2011,6,nat,1997,207
775,PB_2011_07_cir_1609_207.jay,PB,2011,7,cir,1609,207
774,PB_2011_07_nat_2035_207.jay,PB,2011,7,nat,2035,207
785,PB_2011_08_cir_1525_207.jay,PB,2011,8,cir,1525,207
784,PB_2011_08_nat_1834_207.jay,PB,2011,8,nat,1834,207
770,PB_2011_09_cir_1411_207.jay,PB,2011,9,cir,1411,207
771,PB_2011_09_nat_1842_207.jay,PB,2011,9,nat,1842,207
773,PB_2011_10_cir_1370_207.jay,PB,2011,10,cir,1370,207
772,PB_2011_10_nat_1878_207.jay,PB,2011,10,nat,1878,207
792,PB_2011_11_cir_1530_207.jay,PB,2011,11,cir,1530,207
793,PB_2011_11_nat_1797_207.jay,PB,2011,11,nat,1797,207
783,PB_2011_12_cir_1429_207.jay,PB,2011,12,cir,1429,207
782,PB_2011_12_nat_1854_207.jay,PB,2011,12,nat,1854,207
971,PB_2012_01_cir_1274_207.jay,PB,2012,1,cir,1274,207
970,PB_2012_01_nat_1797_207.jay,PB,2012,1,nat,1797,207
962,PB_2012_02_cir_1278_207.jay,PB,2012,2,cir,1278,207
963,PB_2012_02_nat_1874_207.jay,PB,2012,2,nat,1874,207
969,PB_2012_03_cir_1513_207.jay,PB,2012,3,cir,1513,207
968,PB_2012_03_nat_1986_207.jay,PB,2012,3,nat,1986,207
959,PB_2012_04_cir_1528_207.jay,PB,2012,4,cir,1528,207
958,PB_2012_04_nat_1929_207.jay,PB,2012,4,nat,1929,207
972,PB_2012_05_cir_1534_207.jay,PB,2012,5,cir,1534,207
973,PB_2012_05_nat_1860_207.jay,PB,2012,5,nat,1860,207
961,PB_2012_06_cir_1549_207.jay,PB,2012,6,cir,1549,207
960,PB_2012_06_nat_1838_207.jay,PB,2012,6,nat,1838,207
957,PB_2012_07_cir_1311_207.jay,PB,2012,7,cir,1311,207
956,PB_2012_07_nat_1941_207.jay,PB,2012,7,nat,1941,207
967,PB_2012_08_cir_1328_207.jay,PB,2012,8,cir,1328,207
966,PB_2012_08_nat_1749_207.jay,PB,2012,8,nat,1749,207
953,PB_2012_09_cir_1445_207.jay,PB,2012,9,cir,1445,207
952,PB_2012_09_nat_1631_207.jay,PB,2012,9,nat,1631,207
954,PB_2012_10_cir_1414_207.jay,PB,2012,10,cir,1414,207
955,PB_2012_10_nat_1757_207.jay,PB,2012,10,nat,1757,207
974,PB_2012_11_cir_1383_207.jay,PB,2012,11,cir,1383,207
975,PB_2012_11_nat_1677_207.jay,PB,2012,11,nat,1677,207
965,PB_2012_12_cir_1262_207.jay,PB,2012,12,cir,1262,207
964,PB_2012_12_nat_1525_207.jay,PB,2012,12,nat,1525,207
669,PB_2013_01_cir_1371_210.jay,PB,2013,1,cir,1371,210
668,PB_2013_01_nat_1621_210.jay,PB,2013,1,nat,1621,210
661,PB_2013_02_cir_1240_210.jay,PB,2013,2,cir,1240,210
660,PB_2013_02_nat_1417_210.jay,PB,2013,2,nat,1417,210
666,PB_2013_03_cir_1278_210.jay,PB,2013,3,cir,1278,210
667,PB_2013_03_nat_1611_210.jay,PB,2013,3,nat,1611,210
657,PB_2013_04_cir_1427_210.jay,PB,2013,4,cir,1427,210
656,PB_2013_04_nat_1889_210.jay,PB,2013,4,nat,1889,210
670,PB_2013_05_cir_1517_210.jay,PB,2013,5,cir,1517,210
671,PB_2013_05_nat_1860_210.jay,PB,2013,5,nat,1860,210
659,PB_2013_06_cir_1608_210.jay,PB,2013,6,cir,1608,210
658,PB_2013_06_nat_1833_210.jay,PB,2013,6,nat,1833,210
655,PB_2013_07_cir_1485_210.jay,PB,2013,7,cir,1485,210
654,PB_2013_07_nat_1962_210.jay,PB,2013,7,nat,1962,210
664,PB_2013_08_cir_1664_210.jay,PB,2013,8,cir,1664,210
665,PB_2013_08_nat_2031_210.jay,PB,2013,8,nat,2031,210
650,PB_2013_09_cir_1422_210.jay,PB,2013,9,cir,1422,210
651,PB_2013_09_nat_1780_210.jay,PB,2013,9,nat,1780,210
653,PB_2013_10_cir_1427_210.jay,PB,2013,10,cir,1427,210
652,PB_2013_10_nat_1619_210.jay,PB,2013,10,nat,1619,210
672,PB_2013_11_cir_1445_210.jay,PB,2013,11,cir,1445,210
673,PB_2013_11_nat_1574_210.jay,PB,2013,11,nat,1574,210
663,PB_2013_12_cir_1353_210.jay,PB,2013,12,cir,1353,210
662,PB_2013_12_nat_1690_210.jay,PB,2013,12,nat,1690,210
947,PB_2014_01_cir_1412_237.jay,PB,2014,1,cir,1412,237
946,PB_2014_01_nat_1594_237.jay,PB,2014,1,nat,1594,237
938,PB_2014_02_cir_1432_237.jay,PB,2014,2,cir,1432,237
939,PB_2014_02_nat_1555_237.jay,PB,2014,2,nat,1555,237
945,PB_2014_03_cir_1480_237.jay,PB,2014,3,cir,1480,237
944,PB_2014_03_nat_1641_237.jay,PB,2014,3,nat,1641,237
935,PB_2014_04_cir_1395_237.jay,PB,2014,4,cir,1395,237
934,PB_2014_04_nat_1828_237.jay,PB,2014,4,nat,1828,237
948,PB_2014_05_cir_1507_237.jay,PB,2014,5,cir,1507,237
949,PB_2014_05_nat_1759_237.jay,PB,2014,5,nat,1759,237
936,PB_2014_06_cir_1480_237.jay,PB,2014,6,cir,1480,237
937,PB_2014_06_nat_1771_237.jay,PB,2014,6,nat,1771,237
933,PB_2014_07_cir_1410_237.jay,PB,2014,7,cir,1410,237
932,PB_2014_07_nat_1741_237.jay,PB,2014,7,nat,1741,237
943,PB_2014_08_cir_1557_237.jay,PB,2014,8,cir,1557,237
942,PB_2014_08_nat_1877_237.jay,PB,2014,8,nat,1877,237
928,PB_2014_09_cir_1657_237.jay,PB,2014,9,cir,1657,237
929,PB_2014_09_nat_1836_237.jay,PB,2014,9,nat,1836,237
930,PB_2014_10_cir_1671_237.jay,PB,2014,10,cir,1671,237
931,PB_2014_10_nat_1835_237.jay,PB,2014,10,nat,1835,237
950,PB_2014_11_cir_1575_237.jay,PB,2014,11,cir,1575,237
951,PB_2014_11_nat_1554_237.jay,PB,2014,11,nat,1554,237
940,PB_2014_12_cir_1523_237.jay,PB,2014,12,cir,1523,237
941,PB_2014_12_nat_1673_237.jay,PB,2014,12,nat,1673,237
764,PB_2015_01_cir_1436_237.jay,PB,2015,1,cir,1436,237
765,PB_2015_01_nat_1728_237.jay,PB,2015,1,nat,1728,237
757,PB_2015_02_cir_1270_237.jay,PB,2015,2,cir,1270,237
756,PB_2015_02_nat_1575_237.jay,PB,2015,2,nat,1575,237
762,PB_2015_03_cir_1390_237.jay,PB,2015,3,cir,1390,237
763,PB_2015_03_nat_1828_237.jay,PB,2015,3,nat,1828,237
752,PB_2015_04_cir_1261_237.jay,PB,2015,4,cir,1261,237
753,PB_2015_04_nat_1765_237.jay,PB,2015,4,nat,1765,237
767,PB_2015_05_cir_1314_237.jay,PB,2015,5,cir,1314,237
766,PB_2015_05_nat_1720_237.jay,PB,2015,5,nat,1720,237
755,PB_2015_06_cir_1175_237.jay,PB,2015,6,cir,1175,237
754,PB_2015_06_nat_1611_237.jay,PB,2015,6,nat,1611,237
751,PB_2015_07_cir_1185_237.jay,PB,2015,7,cir,1185,237
750,PB_2015_07_nat_1752_237.jay,PB,2015,7,nat,1752,237
760,PB_2015_08_cir_1182_237.jay,PB,2015,8,cir,1182,237
761,PB_2015_08_nat_1405_237.jay,PB,2015,8,nat,1405,237
746,PB_2015_09_cir_1114_237.jay,PB,2015,9,cir,1114,237
747,PB_2015_09_nat_1427_237.jay,PB,2015,9,nat,1427,237
748,PB_2015_10_cir_1202_237.jay,PB,2015,10,cir,1202,237
749,PB_2015_10_nat_1473_237.jay,PB,2015,10,nat,1473,237
769,PB_2015_11_cir_1123_237.jay,PB,2015,11,cir,1123,237
768,PB_2015_11_nat_1381_237.jay,PB,2015,11,nat,1381,237
759,PB_2015_12_cir_1091_237.jay,PB,2015,12,cir,1091,237
758,PB_2015_12_nat_1412_237.jay,PB,2015,12,nat,1412,237
716,PB_2016_01_cir_1078_237.jay,PB,2016,1,cir,1078,237
717,PB_2016_01_nat_1321_237.jay,PB,2016,1,nat,1321,237
709,PB_2016_02_cir_1169_237.jay,PB,2016,2,cir,1169,237
708,PB_2016_02_nat_1382_237.jay,PB,2016,2,nat,1382,237
715,PB_2016_03_cir_1236_237.jay,PB,2016,3,cir,1236,237
714,PB_2016_03_nat_1556_237.jay,PB,2016,3,nat,1556,237
705,PB_2016_04_cir_1121_237.jay,PB,2016,4,cir,1121,237
704,PB_2016_04_nat_1451_237.jay,PB,2016,4,nat,1451,237
719,PB_2016_05_cir_1290_237.jay,PB,2016,5,cir,1290,237
718,PB_2016_05_nat_1574_237.jay,PB,2016,5,nat,1574,237
707,PB_2016_06_cir_1129_237.jay,PB,2016,6,cir,1129,237
706,PB_2016_06_nat_1472_237.jay,PB,2016,6,nat,1472,237
703,PB_2016_07_cir_1265_237.jay,PB,2016,7,cir,1265,237
702,PB_2016_07_nat_1469_237.jay,PB,2016,7,nat,1469,237
712,PB_2016_08_cir_1185_237.jay,PB,2016,8,cir,1185,237
713,PB_2016_08_nat_1573_237.jay,PB,2016,8,nat,1573,237
698,PB_2016_09_cir_1265_237.jay,PB,2016,9,cir,1265,237
699,PB_2016_09_nat_1364_237.jay,PB,2016,9,nat,1364,237
700,PB_2016_10_cir_1107_237.jay,PB,2016,10,cir,1107,237
701,PB_2016_10_nat_1385_237.jay,PB,2016,10,nat,1385,237
720,PB_2016_11_cir_992_237.jay,PB,2016,11,cir,992,237
721,PB_2016_11_nat_1241_237.jay,PB,2016,11,nat,1241,237
710,PB_2016_12_cir_1227_237.jay,PB,2016,12,cir,1227,237
711,PB_2016_12_nat_1273_237.jay,PB,2016,12,nat,1273,237
922,PB_2017_01_cir_1146_237.jay,PB,2017,1,cir,1146,237
923,PB_2017_01_nat_1352_237.jay,PB,2017,1,nat,1352,237
914,PB_2017_02_cir_1045_237.jay,PB,2017,2,cir,1045,237
915,PB_2017_02_nat_1223_237.jay,PB,2017,2,nat,1223,237
921,PB_2017_03_cir_1243_237.jay,PB,2017,3,cir,1243,237
920,PB_2017_03_nat_1400_237.jay,PB,2017,3,nat,1400,237
911,PB_2017_04_cir_1365_237.jay,PB,2017,4,cir,1365,237
910,PB_2017_04_nat_1584_237.jay,PB,2017,4,nat,1584,237
924,PB_2017_05_cir_1368_237.jay,PB,2017,5,cir,1368,237
925,PB_2017_05_nat_1712_237.jay,PB,2017,5,nat,1712,237
912,PB_2017_06_cir_1392_237.jay,PB,2017,6,cir,1392,237
913,PB_2017_06_nat_1728_237.jay,PB,2017,6,nat,1728,237
909,PB_2017_07_cir_1339_237.jay,PB,2017,7,cir,1339,237
908,PB_2017_07_nat_1593_237.jay,PB,2017,7,nat,1593,237
918,PB_2017_08_cir_1379_237.jay,PB,2017,8,cir,1379,237
919,PB_2017_08_nat_1632_237.jay,PB,2017,8,nat,1632,237
905,PB_2017_09_cir_1333_237.jay,PB,2017,9,cir,1333,237
904,PB_2017_09_nat_1616_237.jay,PB,2017,9,nat,1616,237
907,PB_2017_10_cir_1420_237.jay,PB,2017,10,cir,1420,237
906,PB_2017_10_nat_1616_237.jay,PB,2017,10,nat,1616,237
926,PB_2017_11_cir_1263_237.jay,PB,2017,11,cir,1263,237
927,PB_2017_11_nat_1429_237.jay,PB,2017,11,nat,1429,237
916,PB_2017_12_cir_1227_237.jay,PB,2017,12,cir,1227,237
917,PB_2017_12_nat_1575_237.jay,PB,2017,12,nat,1575,237
836,PB_2018_01_cir_1290_237.jay,PB,2018,1,cir,1290,237
837,PB_2018_01_nat_1568_237.jay,PB,2018,1,nat,1568,237
828,PB_2018_02_cir_1115_237.jay,PB,2018,2,cir,1115,237
829,PB_2018_02_nat_1477_237.jay,PB,2018,2,nat,1477,237
835,PB_2018_03_cir_1265_237.jay,PB,2018,3,cir,1265,237
834,PB_2018_03_nat_1616_237.jay,PB,2018,3,nat,1616,237
824,PB_2018_04_cir_1275_237.jay,PB,2018,4,cir,1275,237
825,PB_2018_04_nat_1544_237.jay,PB,2018,4,nat,1544,237
839,PB_2018_05_cir_1507_237.jay,PB,2018,5,cir,1507,237
838,PB_2018_05_nat_1761_237.jay,PB,2018,5,nat,1761,237
826,PB_2018_06_cir_1515_237.jay,PB,2018,6,cir,1515,237
827,PB_2018_06_nat_1588_237.jay,PB,2018,6,nat,1588,237
822,PB_2018_07_cir_1381_237.jay,PB,2018,7,cir,1381,237
823,PB_2018_07_nat_1558_237.jay,PB,2018,7,nat,1558,237
833,PB_2018_08_cir_1352_237.jay,PB,2018,8,cir,1352,237
832,PB_2018_08_nat_1651_237.jay,PB,2018,8,nat,1651,237
819,PB_2018_09_cir_1338_237.jay,PB,2018,9,cir,1338,237
818,PB_2018_09_nat_1381_237.jay,PB,2018,9,nat,1381,237
820,PB_2018_10_cir_1261_237.jay,PB,2018,10,cir,1261,237
821,PB_2018_10_nat_1361_237.jay,PB,2018,10,nat,1361,237
840,PB_2018_11_cir_1260_237.jay,PB,2018,11,cir,1260,237
841,PB_2018_11_nat_1487_237.jay,PB,2018,11,nat,1487,237
831,PB_2018_12_cir_1214_237.jay,PB,2018,12,cir,1214,237
830,PB_2018_12_nat_1445_237.jay,PB,2018,12,nat,1445,237
812,PB_2019_01_cir_1294_237.jay,PB,2019,1,cir,1294,237
813,PB_2019_01_nat_1539_237.jay,PB,2019,1,nat,1539,237
805,PB_2019_02_cir_1378_237.jay,PB,2019,2,cir,1378,237
804,PB_2019_02_nat_1462_237.jay,PB,2019,2,nat,1462,237
811,PB_2019_03_cir_1369_237.jay,PB,2019,3,cir,1369,237
810,PB_2019_03_nat_1605_237.jay,PB,2019,3,nat,1605,237
800,PB_2019_04_cir_1363_237.jay,PB,2019,4,cir,1363,237
801,PB_2019_04_nat_1562_237.jay,PB,2019,4,nat,1562,237
815,PB_2019_05_cir_1396_237.jay,PB,2019,5,cir,1396,237
814,PB_2019_05_nat_1572_237.jay,PB,2019,5,nat,1572,237
803,PB_2019_06_cir_1482_237.jay,PB,2019,6,cir,1482,237
802,PB_2019_06_nat_1617_237.jay,PB,2019,6,nat,1617,237
798,PB_2019_07_cir_1478_237.jay,PB,2019,7,cir,1478,237
799,PB_2019_07_nat_1592_237.jay,PB,2019,7,nat,1592,237
808,PB_2019_08_cir_1358_237.jay,PB,2019,8,cir,1358,237
809,PB_2019_08_nat_1536_237.jay,PB,2019,8,nat,1536,237
795,PB_2019_09_cir_1456_237.jay,PB,2019,9,cir,1456,237
794,PB_2019_09_nat_1536_237.jay,PB,2019,9,nat,1536,237
797,PB_2019_10_cir_1418_237.jay,PB,2019,10,cir,1418,237
796,PB_2019_10_nat_1489_237.jay,PB,2019,10,nat,1489,237
816,PB_2019_11_cir_1248_237.jay,PB,2019,11,cir,1248,237
817,PB_2019_11_nat_1370_237.jay,PB,2019,11,nat,1370,237
807,PB_2019_12_cir_1346_237.jay,PB,2019,12,cir,1346,237
806,PB_2019_12_nat_1380_237.jay,PB,2019,12,nat,1380,237
899,PB_2020_01_cir_1217_221.jay,PB,2020,1,cir,1217,221
898,PB_2020_01_nat_1147_221.jay,PB,2020,1,nat,1147,221
891,PB_2020_02_cir_1307_221.jay,PB,2020,2,cir,1307,221
890,PB_2020_02_nat_1327_221.jay,PB,2020,2,nat,1327,221
896,PB_2020_03_cir_1434_221.jay,PB,2020,3,cir,1434,221
897,PB_2020_03_nat_1601_221.jay,PB,2020,3,nat,1601,221
887,PB_2020_04_cir_1429_221.jay,PB,2020,4,cir,1429,221
886,PB_2020_04_nat_1495_221.jay,PB,2020,4,nat,1495,221
900,PB_2020_05_cir_1438_221.jay,PB,2020,5,cir,1438,221
901,PB_2020_05_nat_1500_221.jay,PB,2020,5,nat,1500,221
888,PB_2020_06_cir_1460_221.jay,PB,2020,6,cir,1460,221
889,PB_2020_06_nat_1612_221.jay,PB,2020,6,nat,1612,221
884,PB_2020_07_cir_1531_221.jay,PB,2020,7,cir,1531,221
885,PB_2020_07_nat_1465_221.jay,PB,2020,7,nat,1465,221
894,PB_2020_08_cir_1411_221.jay,PB,2020,8,cir,1411,221
895,PB_2020_08_nat_1353_221.jay,PB,2020,8,nat,1353,221
881,PB_2020_09_cir_1169_221.jay,PB,2020,9,cir,1169,221
880,PB_2020_09_nat_1195_221.jay,PB,2020,9,nat,1195,221
882,PB_2020_10_cir_1233_221.jay,PB,2020,10,cir,1233,221
883,PB_2020_10_nat_1180_221.jay,PB,2020,10,nat,1180,221
902,PB_2020_11_cir_1318_221.jay,PB,2020,11,cir,1318,221
903,PB_2020_11_nat_1232_221.jay,PB,2020,11,nat,1232,221
893,PB_2020_12_cir_1188_221.jay,PB,2020,12,cir,1188,221
892,PB_2020_12_nat_1190_221.jay,PB,2020,12,nat,1190,221
852,PB_2021_01_cir_1269_221.jay,PB,2021,1,cir,1269,221
853,PB_2021_01_nat_1373_221.jay,PB,2021,1,nat,1373,221
848,PB_2021_02_cir_1200_221.jay,PB,2021,2,cir,1200,221
849,PB_2021_02_nat_1363_221.jay,PB,2021,2,nat,1363,221
851,PB_2021_03_cir_1291_221.jay,PB,2021,3,cir,1291,221
850,PB_2021_03_nat_1418_221.jay,PB,2021,3,nat,1418,221
844,PB_2021_04_cir_1298_221.jay,PB,2021,4,cir,1298,221
845,PB_2021_04_nat_1462_221.jay,PB,2021,4,nat,1462,221
854,PB_2021_05_cir_1335_221.jay,PB,2021,5,cir,1335,221
855,PB_2021_05_nat_1363_221.jay,PB,2021,5,nat,1363,221
847,PB_2021_06_cir_1196_221.jay,PB,2021,6,cir,1196,221
846,PB_2021_06_nat_1368_221.jay,PB,2021,6,nat,1368,221
842,PB_2021_07_cir_1043_221.jay,PB,2021,7,cir,1043,221
843,PB_2021_07_nat_1118_221.jay,PB,2021,7,nat,1118,221
7865,PE_2008_01_cir_1134_198.jay,PE,2008,1,cir,1134,198
7864,PE_2008_01_nat_3648_198.jay,PE,2008,1,nat,3648,198
7856,PE_2008_02_cir_1845_198.jay,PE,2008,2,cir,1845,198
7857,PE_2008_02_nat_5154_198.jay,PE,2008,2,nat,5154,198
7862,PE_2008_03_cir_2294_198.jay,PE,2008,3,cir,2294,198
7863,PE_2008_03_nat_5962_198.jay,PE,2008,3,nat,5962,198
7852,PE_2008_04_cir_2639_198.jay,PE,2008,4,cir,2639,198
7853,PE_2008_04_nat_5930_198.jay,PE,2008,4,nat,5930,198
7866,PE_2008_05_cir_2511_198.jay,PE,2008,5,cir,2511,198
7867,PE_2008_05_nat_6780_198.jay,PE,2008,5,nat,6780,198
7855,PE_2008_06_cir_2332_198.jay,PE,2008,6,cir,2332,198
7854,PE_2008_06_nat_6017_198.jay,PE,2008,6,nat,6017,198
7850,PE_2008_07_cir_2310_198.jay,PE,2008,7,cir,2310,198
7851,PE_2008_07_nat_6224_198.jay,PE,2008,7,nat,6224,198
7861,PE_2008_08_cir_2558_198.jay,PE,2008,8,cir,2558,198
7860,PE_2008_08_nat_6077_198.jay,PE,2008,8,nat,6077,198
7847,PE_2008_09_cir_2592_198.jay,PE,2008,9,cir,2592,198
7846,PE_2008_09_nat_5834_198.jay,PE,2008,9,nat,5834,198
7849,PE_2008_10_cir_2177_198.jay,PE,2008,10,cir,2177,198
7848,PE_2008_10_nat_5326_198.jay,PE,2008,10,nat,5326,198
7868,PE_2008_11_cir_2141_198.jay,PE,2008,11,cir,2141,198
7869,PE_2008_11_nat_5180_198.jay,PE,2008,11,nat,5180,198
7858,PE_2008_12_cir_2712_198.jay,PE,2008,12,cir,2712,198
7859,PE_2008_12_nat_5875_198.jay,PE,2008,12,nat,5875,198
7912,PE_2009_01_cir_1828_198.jay,PE,2009,1,cir,1828,198
7913,PE_2009_01_nat_4887_198.jay,PE,2009,1,nat,4887,198
7904,PE_2009_02_cir_2433_198.jay,PE,2009,2,cir,2433,198
7905,PE_2009_02_nat_5384_198.jay,PE,2009,2,nat,5384,198
7911,PE_2009_03_cir_2313_198.jay,PE,2009,3,cir,2313,198
7910,PE_2009_03_nat_6075_198.jay,PE,2009,3,nat,6075,198
7900,PE_2009_04_cir_2591_198.jay,PE,2009,4,cir,2591,198
7901,PE_2009_04_nat_6396_198.jay,PE,2009,4,nat,6396,198
7914,PE_2009_05_cir_2574_198.jay,PE,2009,5,cir,2574,198
7915,PE_2009_05_nat_6271_198.jay,PE,2009,5,nat,6271,198
7903,PE_2009_06_cir_2515_198.jay,PE,2009,6,cir,2515,198
7902,PE_2009_06_nat_6160_198.jay,PE,2009,6,nat,6160,198
7898,PE_2009_07_cir_2681_198.jay,PE,2009,7,cir,2681,198
7899,PE_2009_07_nat_5941_198.jay,PE,2009,7,nat,5941,198
7908,PE_2009_08_cir_2536_198.jay,PE,2009,8,cir,2536,198
7909,PE_2009_08_nat_5737_198.jay,PE,2009,8,nat,5737,198
7894,PE_2009_09_cir_2530_198.jay,PE,2009,9,cir,2530,198
7895,PE_2009_09_nat_5517_198.jay,PE,2009,9,nat,5517,198
7897,PE_2009_10_cir_2529_198.jay,PE,2009,10,cir,2529,198
7896,PE_2009_10_nat_5530_198.jay,PE,2009,10,nat,5530,198
7916,PE_2009_11_cir_2403_198.jay,PE,2009,11,cir,2403,198
7917,PE_2009_11_nat_5077_198.jay,PE,2009,11,nat,5077,198
7907,PE_2009_12_cir_2557_198.jay,PE,2009,12,cir,2557,198
7906,PE_2009_12_nat_4933_198.jay,PE,2009,12,nat,4933,198
8047,PE_2010_01_cir_2288_198.jay,PE,2010,1,cir,2288,198
8046,PE_2010_01_nat_4792_198.jay,PE,2010,1,nat,4792,198
8038,PE_2010_02_cir_2466_198.jay,PE,2010,2,cir,2466,198
8039,PE_2010_02_nat_4997_198.jay,PE,2010,2,nat,4997,198
8044,PE_2010_03_cir_2627_198.jay,PE,2010,3,cir,2627,198
8045,PE_2010_03_nat_4958_198.jay,PE,2010,3,nat,4958,198
8035,PE_2010_04_cir_2726_198.jay,PE,2010,4,cir,2726,198
8034,PE_2010_04_nat_5622_198.jay,PE,2010,4,nat,5622,198
8049,PE_2010_05_cir_2787_198.jay,PE,2010,5,cir,2787,198
8048,PE_2010_05_nat_5407_198.jay,PE,2010,5,nat,5407,198
8037,PE_2010_06_cir_2908_198.jay,PE,2010,6,cir,2908,198
8036,PE_2010_06_nat_5301_198.jay,PE,2010,6,nat,5301,198
8033,PE_2010_07_cir_3000_198.jay,PE,2010,7,cir,3000,198
8032,PE_2010_07_nat_5596_198.jay,PE,2010,7,nat,5596,198
8042,PE_2010_08_cir_2811_198.jay,PE,2010,8,cir,2811,198
8043,PE_2010_08_nat_5099_198.jay,PE,2010,8,nat,5099,198
8029,PE_2010_09_cir_3029_198.jay,PE,2010,9,cir,3029,198
8028,PE_2010_09_nat_5063_198.jay,PE,2010,9,nat,5063,198
8031,PE_2010_10_cir_2859_198.jay,PE,2010,10,cir,2859,198
8030,PE_2010_10_nat_4966_198.jay,PE,2010,10,nat,4966,198
8050,PE_2010_11_cir_2945_198.jay,PE,2010,11,cir,2945,198
8051,PE_2010_11_nat_4903_198.jay,PE,2010,11,nat,4903,198
8040,PE_2010_12_cir_2756_198.jay,PE,2010,12,cir,2756,198
8041,PE_2010_12_nat_4456_198.jay,PE,2010,12,nat,4456,198
7960,PE_2011_01_cir_2580_207.jay,PE,2011,1,cir,2580,207
7961,PE_2011_01_nat_4570_207.jay,PE,2011,1,nat,4570,207
7953,PE_2011_02_cir_2742_207.jay,PE,2011,2,cir,2742,207
7952,PE_2011_02_nat_4745_207.jay,PE,2011,2,nat,4745,207
7958,PE_2011_03_cir_2648_207.jay,PE,2011,3,cir,2648,207
7959,PE_2011_03_nat_4693_207.jay,PE,2011,3,nat,4693,207
7949,PE_2011_04_cir_2844_207.jay,PE,2011,4,cir,2844,207
7948,PE_2011_04_nat_4834_207.jay,PE,2011,4,nat,4834,207
7962,PE_2011_05_cir_2585_207.jay,PE,2011,5,cir,2585,207
7963,PE_2011_05_nat_4718_207.jay,PE,2011,5,nat,4718,207
7950,PE_2011_06_cir_2699_207.jay,PE,2011,6,cir,2699,207
7951,PE_2011_06_nat_5017_207.jay,PE,2011,6,nat,5017,207
7946,PE_2011_07_cir_2895_207.jay,PE,2011,7,cir,2895,207
7947,PE_2011_07_nat_4957_207.jay,PE,2011,7,nat,4957,207
7956,PE_2011_08_cir_2751_207.jay,PE,2011,8,cir,2751,207
7957,PE_2011_08_nat_4571_207.jay,PE,2011,8,nat,4571,207
7943,PE_2011_09_cir_2952_207.jay,PE,2011,9,cir,2952,207
7942,PE_2011_09_nat_4602_207.jay,PE,2011,9,nat,4602,207
7944,PE_2011_10_cir_2921_207.jay,PE,2011,10,cir,2921,207
7945,PE_2011_10_nat_4358_207.jay,PE,2011,10,nat,4358,207
7965,PE_2011_11_cir_2722_207.jay,PE,2011,11,cir,2722,207
7964,PE_2011_11_nat_4072_207.jay,PE,2011,11,nat,4072,207
7955,PE_2011_12_cir_2604_207.jay,PE,2011,12,cir,2604,207
7954,PE_2011_12_nat_4137_207.jay,PE,2011,12,nat,4137,207
8142,PE_2012_01_cir_2391_207.jay,PE,2012,1,cir,2391,207
8143,PE_2012_01_nat_4081_207.jay,PE,2012,1,nat,4081,207
8135,PE_2012_02_cir_2382_207.jay,PE,2012,2,cir,2382,207
8134,PE_2012_02_nat_4023_207.jay,PE,2012,2,nat,4023,207
8141,PE_2012_03_cir_2669_207.jay,PE,2012,3,cir,2669,207
8140,PE_2012_03_nat_4486_207.jay,PE,2012,3,nat,4486,207
8131,PE_2012_04_cir_2768_207.jay,PE,2012,4,cir,2768,207
8130,PE_2012_04_nat_4572_207.jay,PE,2012,4,nat,4572,207
8145,PE_2012_05_cir_2690_207.jay,PE,2012,5,cir,2690,207
8144,PE_2012_05_nat_4444_207.jay,PE,2012,5,nat,4444,207
8133,PE_2012_06_cir_2949_207.jay,PE,2012,6,cir,2949,207
8132,PE_2012_06_nat_4516_207.jay,PE,2012,6,nat,4516,207
8129,PE_2012_07_cir_2622_207.jay,PE,2012,7,cir,2622,207
8128,PE_2012_07_nat_4216_207.jay,PE,2012,7,nat,4216,207
8139,PE_2012_08_cir_2597_207.jay,PE,2012,8,cir,2597,207
8138,PE_2012_08_nat_4054_207.jay,PE,2012,8,nat,4054,207
8125,PE_2012_09_cir_2473_207.jay,PE,2012,9,cir,2473,207
8124,PE_2012_09_nat_3842_207.jay,PE,2012,9,nat,3842,207
8127,PE_2012_10_cir_2301_207.jay,PE,2012,10,cir,2301,207
8126,PE_2012_10_nat_3678_207.jay,PE,2012,10,nat,3678,207
8146,PE_2012_11_cir_2576_207.jay,PE,2012,11,cir,2576,207
8147,PE_2012_11_nat_4430_207.jay,PE,2012,11,nat,4430,207
8136,PE_2012_12_cir_2251_207.jay,PE,2012,12,cir,2251,207
8137,PE_2012_12_nat_4211_207.jay,PE,2012,12,nat,4211,207
7840,PE_2013_01_cir_2101_210.jay,PE,2013,1,cir,2101,210
